fingerprint,title,author,issue,date,categories,tags,id,license,source,source-hostname,hostname,filename,has_text
JRGYKWevQcXpqFSaTz1DBMU3lso=,Brown Eyes,Kelsey Snyder,Issue 56: 4th Quarter 2015,2015-09-15,Fiction,,,,https://www.abyssapexzine.com/2015/09/brown-eyes/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/yOj++HGB70fYxwG+89UuoSBzqN4.json,TRUE
JTdWArgtR0aTSTGgR1SkLjJCYXY=,All the Wonder in the World,Lavie Tidhar,Issue 18: 2nd Quarter (April) 2006,2015-03-01,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/all-the-wonder-in-the-world/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/JXRs9VnosbM1RbbMY188Ccnk+Ms.json,TRUE
JZNwQYCgoTRh/v3Wes7nHU3/nhk=,Stuck in the Past,Michael Donoghue,Issue 54: 2nd Quarter 2015,2015-03-24,Fiction,,,,https://www.abyssapexzine.com/2015/03/stuck-in-the-past/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/OMvOnOhtH+TQTf9VwfDwu+KJZFc.json,TRUE
JbilZCC7DgZKsEKCet0k8bnVrjs=,With a Paper Heart,Thomas K. Carpenter,Issue 50: 2nd Quarter 2014,2014-03-30,Fiction,,,,https://www.abyssapexzine.com/2014/03/with-a-paper-heart/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/y4MpoJ5GhuW0ftvR1UfBMg6TVYQ.json,TRUE
JjCW+DLj5ATNqFLof/imP6ZwlFs=,The Squeaky Hamburger,,Issue 60: 4th Quarter 2016,2016-12-25,Fiction,,,,https://www.abyssapexzine.com/2016/12/the-squeaky-hamburger/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/xx1W81cCjAAuf4vh+BFro45TWmU.json,TRUE
JpQreWCntKKMXHaDw2GyS0ediDI=,Stories of the Alien Invasion,Manek Mistry,Issue 21: 1st Quarter 2007,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2007/stories-of-the-alien-invasion/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/1kKOB5EJOc6OgxM4Zg67QztSuEM.json,TRUE
K58fifaMrLy57wJyjxSKvw2LD2Y=,The Last Love of the Infinity Age,Peter Darbyshire,Issue 43: 3rd Quarter 2012,2012-06-26,Fiction,,,,https://www.abyssapexzine.com/2012/06/1097/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/N2W3GMU3EFxpuKP6OLp7ar8yFDU.json,TRUE
K5D7FeWdYRGfLwZWsPbtJQ5NSe8=,Rich and Beautiful,Bruce Holland Rogers,Issue 6: November/December 2003,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2003/abyss-apex-novemberdecember-2003-rich-and-beautiful/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/DRw4ETDtYpY9D5H0MHjCEww1gpk.json,TRUE
K5fKWbdN/m+9fFelYOMpltzPMu4=,Everything Old Is New Again,Greg Beatty,Issue 3: May/June 2003,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2003/abyss-apex-mayjune-2003-everything-old-is-new-again/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/Kpcwdsz+yQUiEtJhpLTMe0I+s3o.json,TRUE
K6HiMwnPe43OyIMDuqbGPgnA7gg=,Welcome Briefing At The Obayashi-Ragan Youth Hostel,Fran Wilde,Issue 52: 4th Quarter 201,2014-09-30,Flash,,,,https://www.abyssapexzine.com/2014/09/welcome-briefing/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/oR7VDfLdqV9tbvibmgNp9hTEnMk.json,TRUE
KensHJbtLR83jU/rh0CGonmOTik=,Carpe Manana,Richard Lovett,Issue 31: 3rd Quarter 2009,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/carpe-manana/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/jOxTdyZSb5FwQB6XpP0dURU5InQ.json,TRUE
Ki0XmwPSRvS+0XeaODKxMR4jHH0=,Random Fire,Van Aaron Hughes,Issue 40: 4th Quarter 2011,2011-10-07,Fiction,,,,https://www.abyssapexzine.com/2011/10/random-fire/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/KosIVnW+TwmlBcOwl9y8tXQBKbE.json,TRUE
KyVSOx4rA15AXUOy228HFj7C/9E=,The Valley of the Speaking Flames,B. Pladek,Issue 73: 1st Quarter 2020,2020-01-01,Fiction,,,,https://www.abyssapexzine.com/2020/01/the-valley-of-the-speaking-flames/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/6ufLic0e1GlUIrgFt6nuGUEUTYQ.json,TRUE
L2VyuG7qJ8DHn1A3qsGvc/KwMsc=,What We Found,Miranda Suri,Issue 65: 1st Quarter 2018,2018-01-01,Fiction,,,,https://www.abyssapexzine.com/2018/01/what-we-found/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/jmpK9KbiOIjD4IXlOm2sOp223HQ.json,TRUE
LPerzgHVYuBcb1qyXZOk17DVtoQ=,Zeno’s Last Paradox ,Tony Pi,Issue 16: 4th Quarter 2005,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2005/zenos-last-paradox/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/6QrURf4Bc6bW59ooCXNxNMB42zs.json,TRUE
LURxPxp7JyCmouY4QTgKaNODi9k=,Rock ’em Sock ’em,Jaelithe Ingold,Issue 40: 4th Quarter 2011,2011-10-07,Flash Fiction,,,,https://www.abyssapexzine.com/2011/10/rock-em-sock-em/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/3EPdD7wXzhxfYs-0CRxCJRxGIIE.json,TRUE
LX7qqxkV0aLHgl8Ha+KXJwjVGUE=,Boxed,Will McIntosh,Issue 12: November-December 2004,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2004/abyss-apex-november-december-2004-boxed/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/fu3alqyeeHRgogGcTDFpt-b4JM0.json,TRUE
LgaHv2D+sf1a00sfJxID+X1zZlU=,The Price of Eggs,J.C. Pillard,Issue 85: 1st Quarter 2023,2023-01-01,Fiction,,,,https://www.abyssapexzine.com/2023/01/the-price-of-eggs/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/UemJUXUY6+SuKuep3GnGz664Elw.json,TRUE
MD1FjpPG86jCRDhIEP+00ODGmdI=,The Memory Spider,Fiona Moore,Issue 81: 1st Quarter 2022,2022-01-01,Fiction,,,,https://www.abyssapexzine.com/2022/01/memory-spider/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/BMiuAPZ72ekxasOZ-r3wtzmJkxk.json,TRUE
MFaOf2xDiBg9NzY8m+fcp7mbErw=,Glamoured,Finlay Harper,Issue 80: 4th Quarter 2021,2021-09-03,Fiction,,,,https://www.abyssapexzine.com/2021/09/glamoured/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/qTAVhkKaMkFCnWwVRMoC-xNDRag.json,TRUE
MGwniBPiCS1i/baiit9/lG2FJqA=,Good Luck Charm,Ron Collins,Issue 53: 1st Quarter 2015,2014-12-30,Fiction,,,,https://www.abyssapexzine.com/2014/12/good-luck-charm/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/J8Zo96uQlSgib12MHPHCQd-k72M.json,TRUE
MJAn7+owHN5KAFU2KSzsRdz/U58=,The Long Way,William Campbell Powell,Issue 66: 2nd Quarter 2018,2018-03-05,Fiction,,,,https://www.abyssapexzine.com/2018/03/the-long-way/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/qjR71EDC2S7s1Iiy2GmM8SAx7dU.json,TRUE
MLOprd2CXi50rQFTs4XFZl80wO8=,Thief of Souls,David A. Gray,Issue 85: 1st Quarter 2023,2023-01-01,Flash Fiction,,,,https://www.abyssapexzine.com/2023/01/thief-of-souls/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/QZlFAYXdwHLGNofQ7V50YGIdOac.json,TRUE
MxQiNQBu4w/tyzYidaS9EUKXqpk=,"Rose Petals, Lavender and Glitter",Sheila Crosby,Issue 44: 4th Quarter 2012,2012-09-27,Fiction,,,,https://www.abyssapexzine.com/2012/09/rose_petals/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/74xfedruECu1qDzhNPZqmMZjHXg.json,TRUE
N0I6iTgajR2KCKeCOLyFEMb2JI0=,Hoarding,John Glass,Issue 44: 4th Quarter 2012,2012-09-27,Fiction,,,,https://www.abyssapexzine.com/2012/09/hoarding/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/P01r8hOF3wAoYiL8H56bCaQqe6s.json,TRUE
N3FsyagL0/Qg9sFOVhE+ASlsuRg=,The Roots that Roam,Joy Kennedy-O’Neill ,Issue 69: 1st Quarter 2019,2019-01-01,Flash Fiction,,,,https://www.abyssapexzine.com/2019/01/the-roots-that-roam/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/SCFr702St4pYAOxcCDTY8i1DEYw.json,TRUE
N5Ykc9h8RoLHhyX5qYTmTgEO60k=,Have You Seen Lucky?,Nathaniel Williams,Issue 51: 3rd Quarter 2014,2014-06-30,Flash,,,,https://www.abyssapexzine.com/2014/06/have-you-seen-lucky/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/rYVcLUZZjz8otHYmBIpUgsxyFK0.json,TRUE
NI3UMEgbuxT3PbpWNX5ESDzTlsI=,Mustard World,James Victor,Issue 55: 3rd Quarter 2015,2015-06-16,Fiction,,,,https://www.abyssapexzine.com/2015/06/mustard_world/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/UL04lBvVSa4jCuumyu0V-ZA9LMM.json,TRUE
NPVcZBVmKYCQbdUQ0FaXKK90YG0=,Post-Human Pat,Lavie Tidhar,Issue 10: July/August/September 2004,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2004/abyss-apex-julyaugust-2004-post-human-pat/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/RaE1-ZQ3upeNBhX6S24Kaecv+LM.json,TRUE
NZPH8gMaxVXE+NR56Gxtzbi/FC0=,The Powerful Bad Luck of DD Dupree,Frank Tuttle,Issue 8: March/April 2004,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2004/abyss-apex-marchapril-2004-the-powerful-bad-luck-of-dd-dupree/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/lKwRSL+YWIZlagAMpntuAec27sw.json,TRUE
Nj8Ebxyygc5pvoWUZ+YatNa/DH0=,Museum Beetles,Simon Kewin,Issue 15: 3rd Quarter 2005,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2005/museum-beetles/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/x11dp+1jBxarU+D6xMbKIRWh-6k.json,TRUE
Nqgpxg3bXs0gARSN/mjxaZdv6dc=,Remembrance of Things Past,James Hartley,Issue 36: 4th Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/remembrance-of-things-past/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/1t3IBd87zZt5+3z2jsWfOYcKBzU.json,TRUE
O0P4rDwI03OmsAZqz6bhvjVpvuI=,"My Magic, My Spell",Mary E. Lowd,Issue 73: 1st Quarter 2020,2020-01-01,Fiction,,,,https://www.abyssapexzine.com/2020/01/my-magic-my-spell/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/Dh044eoqoPmacQy7TridlkHl1vg.json,TRUE
O1gy4z0NsMxacf2mLYRE7l+xO38=,Healer,Phil Margolies,Issue 25: 1st Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/healer/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/YHRiJFXhIbV1icFDYo9jYudO3PM.json,TRUE
OFalHGouPTDk0mSuvauwv124Vjg=,Via Memories,Jeremiah Reinmiller,Issue 55: 3rd Quarter 2015,2015-06-15,Flash,,,,https://www.abyssapexzine.com/2015/06/via-memories/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/TmrLVVQw2XgxQdtaBO2LNgi4TvE.json,TRUE
OI2htJPGgniQDmq19kfVTNH5NA0=,Walking Across The Bomb,Alexandra MacKenzie,Issue 27: 3rd Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/walking-across-the-bomb/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/KghlLnMFLI6PN0muIfOLVSklCOA.json,TRUE
OcF3cWix0na9hHdUk6G2aKjs84k=,Peaches in the Breeze,Siobhan Gallager,Issue 48: 4th Quarter 2013,2013-09-29,Flash Fiction,,,,https://www.abyssapexzine.com/2013/09/peaches_in_the_breeze/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/xSkYTVa-MdPR7rWWwW+KE4YcpkM.json,TRUE
OdrWuFiclMFYoxYG4NVLlf/ansg=,Dreadnought Under Ice,George S. Walker,Issue 53: 1st Quarter 2015,2014-12-30,Fiction,,,,https://www.abyssapexzine.com/2014/12/dreadnought-under-ice/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/VbOrOrjApCNNboCpChfpGOAoaI4.json,TRUE
OoiFoBlUOg0BRvcG1Im6jgoNhIA=,Mind’s Eye View,David Schibi,Issue 34: 2nd Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/minds-eye-view/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/QrkmhRxsirYW7B8qSsZ0F9CnsAA.json,TRUE
Op4toX4EzeYxT47Wrf1YNz6uG8k=,Deadhead,Maggie Slater,Issue 79: 3rd Quarter 2021,2021-06-04,Fiction,,,,https://www.abyssapexzine.com/2021/06/deadhead/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/MGKCknaKRSV20bN+DcUNjS7w9OU.json,TRUE
OuLOERpkr/ahSSIHZw3cOljCZPE=,Down by the Riverside,Rebecca Birch,Issue 58: 2nd Quarter 2016,2016-03-15,Fiction,,,,https://www.abyssapexzine.com/2016/03/down-by-the-riverside/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/teETP+rUA1Ykl5Vy1VnjqJAVDdo.json,TRUE
OxhCXkCIvo7iELMg4gn/V6kfmmQ=,A Planet With a Lake,Derek Nason,Issue 73: 1st Quarter 2020,2020-01-01,Fiction,,,,https://www.abyssapexzine.com/2020/01/a-planet-with-a-lake/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/XNyakisLvJbDpjTb8PGtyOTPdfg.json,TRUE
PCarlvE7TBDdtJ3aTzAZJNDH+kw=,Crossover Point,Cheryl Barkauskas,Issue 67: 3rd Quarter 2018,2018-06-15,Fiction,,,,https://www.abyssapexzine.com/2018/06/crossover_point/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/qe2gKDNDcdryp5G5yjrvi7rCyKo.json,TRUE
PCczQElFYzjBYnZ5gf/Me5xudIo=,Three Moons of Earth,Thomas K. Carpenter,Issue 58: 2nd Quarter 2016,2016-03-22,Fiction,,,,https://www.abyssapexzine.com/2016/03/three-moons-of-earth/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/hUc5iRLcQqsGJnDFABNNBiW+ooo.json,TRUE
PD44BVuT29yiCJxhSP+0yDGzKKU=,The Number of Angels in Hell,Joanne Steinwachs,Issue 27: 3rd Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/the-number-of-angels-in-hell/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/z3YzAnEJuPjHDT-eflc5najJjro.json,TRUE
PRRjJVBZS8AOvFcVypU6RhbmRtI=,When White Roses Freeze,Amy Power Jansen,Issue 33: 1st Quarter 2010,2011-01-02,Flash Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/when-white-roses-freeze/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/ORklyHwlQ5tKIt0tCT++DCOMRJI.json,TRUE
PXBVYIQbSkrUfK98WWwWPCRgt7k=,A Life On Air,D. A. D’Amico,Issue 74: 2nd Quarter 2020,2020-03-10,Fiction,,,,https://www.abyssapexzine.com/2020/03/a-life-on-air/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/eMHzERs8m0RmVKw0pmVRbJxOmZ0.json,TRUE
Pep9aydtHVsVnxqvCi0FXP2212Y=,In The Middle Of Nowhere With Company,Ruth Nestvold,Issue 30: 2nd Quarter 2009,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/in-the-middle-of-nowhere-with-company/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/OtakPOf3Mx4gYmFrRn4+0+s74h0.json,TRUE
Pi6kk7VpsaxoatUI+M2SqFow2ps=,Not Always a Coastal Species,Sunny Chan,Issue 60: 4th Quarter 2016,2016-09-05,Fiction,,,,https://www.abyssapexzine.com/2016/09/not-always-a-coastal-species/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/xB6kBCrFpw9iR8FJo4wzXPCNpVY.json,TRUE
PiExoNMxRArwF8z5Vooal8nDabE=,Calx in Rime,M. Keaton,Issue 68: 4th Quarter 2018,2018-08-28,Fiction,,,,https://www.abyssapexzine.com/2018/08/calx-in-rime/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/jXsbecW9PNNBjQw1HmOP-734q40.json,TRUE
Q8gO5RPoSu6iH0hgj6JM+R39PRc=,New Spectacles,Will McIntosh,Issue 19: 3rd Quarter 2006,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/new-spectacles/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/EoXmxwS-HNLMvRLFQKF7WkIi1pI.json,TRUE
QDB8XRo9hkQIVtYq60OkA4ZLWCc=,Snips and Snails a tale from the DMA casefiles,Patrick Thomas,Issue 28: 4th Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/snips-and-snails/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/flNU9YHVSgpXmbgM-u82GUOUROw.json,TRUE
QGrGUJqfigFIsniD98GT52neS6s=,The Bringer’s Duty,Heather Pagano,Issue 75: 3rd Quarter 2020,2020-06-13,Fiction,,,,https://www.abyssapexzine.com/2020/06/the-bringers-duty/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/BDGRzw4DftOSIB+MpucaUzIBDm8.json,TRUE
QJ6XnWA7GdQuGOnE6mbLkAeLlww=,Teeth of the Lion,Jennifer Shelby,Issue 84: 4th Quarter 2022,2022-09-15,Flash,,,,https://www.abyssapexzine.com/2022/09/teeth-of-the-lion/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/9SHSG5kJYW6ti4U-KukjLsR-jJ8.json,TRUE
QPUrm34iEzO6YRb5iyiqH3QWfto=,Rumor of Wings,Alter S. Reiss,Issue 36: 4th Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/rumor-of-wings/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/1Odm90cAEMrmkDWGerhPh3+NWUQ.json,TRUE
QbqNvyQK9MfCcfdZayDO7KubLAg=,"Leaping Dragon, Sleeping Eagle",George S. Walker,Issue 57: 1st Quarter 2016,2015-12-21,Fiction,"mars,china,science fiction",,,https://www.abyssapexzine.com/2015/12/leaping-dragon-sleeping-eagle/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/x3HGJ54yk7soueQBHx9QMHbqOJk.json,TRUE
QgsG4Lj6Z16tf9VuPE4AZgjZdoQ=,What Makes the Desert Beautiful,John P Carr,Issue 65: 1st Quarter 2018,2018-01-01,Fiction,,,,https://www.abyssapexzine.com/2018/01/what_makes_the_desert_beautiful/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/JzRePZtgnlKH97fFtJn8dZBRiF8.json,TRUE
Qi9zfKfsQIUtsjwz45gDL5wkPJw=,Breach,Gunnar De Winter,Issue 84: 4th Quarter 2022,2022-09-12,Fiction,,,,https://www.abyssapexzine.com/2022/09/breach/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/7g84rb4TEe6wnlnr-4K29SeXZWs.json,TRUE
R6P7xQDKd5kFEJL1TNwFJMCb+0k=,Letter Found In A Chest Belonging To The Marquis de Montseraille Following The Death Of That Worthy Individual,Marie Brennan,Issue 29: 1st Quarter 2009,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/letter/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/FbyNW3A+sgIgfbS4ouYM8NL-4XY.json,TRUE
R85XgCX7FFfLsUiJJwjpdG/Q5aA=,The Ministry of Lost Buttons,Sarina Dorie,Issue 68: 4th Quarter 2018,2018-08-28,Fiction,,,,https://www.abyssapexzine.com/2018/08/the-ministry-of-lost-buttons/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/9d1DkMJhukAiIHhSc5sUgVDe5Y0.json,TRUE
RJj3y1jYKYWaPYKqqqoAPrWSQWo=,Every Burning Bird Will Be Reborn,Timothy Mudie,Issue 79: 3rd Quarter 2021,2021-06-04,Flash,,,,https://www.abyssapexzine.com/2021/06/every-burning-bird-will-be-reborn/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/LLkq5GG259LiwZ9DZot8ehgXYIQ.json,TRUE
RQhGeZU5/IaXijtzVw1tro+ciFU=,The Bargain Kept,Kyri Freeman,Issue 4: July/August 2003,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2003/abyss-apex-julyaugust-2003-the-bargain-kept/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/v8FUFYytNCoeqwmvoSiED8LN4ZU.json,TRUE
RTj70xzaln1fd/fzR550dnDHD/k=,Looking for Home,Siri Paulson,Issue 82: 2nd Quarter 2022,2022-03-07,Fiction,,,,https://www.abyssapexzine.com/2022/03/looking_for_home/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/-7eACyDAs2pz0BLAk3Qjy6AweyA.json,TRUE
Rda7RqVp7bvvSkxYav/ybhVyzdQ=,For the Cause of the Saints,Gary Cuba,Issue 36: 4th Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/for-the-cause-of-the-saints/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/+QURMD00AlINVdjRwWnBtu8yawY.json,TRUE
RiWiFiaQbc4jdH8rw9qUD9wG+/w=,The Probable Tradesman,Gareth D. Jones,Issue 55: 3rd Quarter 2015,2015-06-15,Flash,,,,https://www.abyssapexzine.com/2015/06/the-probable-tradesman/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/mppZ2lMRtOIxNm7yIT-ucZG2yqk.json,TRUE
SBoLLeh3hTeT/I5tPkBy0N+bfOc=,Custody,Jennifer Rachel Baumer,Issue 15: 3rd Quarter 2005,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2005/abyss-apex-third-quarter-2005-custody/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/1bKmDNskTs-OIqd7l5QGfXU3324.json,TRUE
SJppdKMwA2xRIF65B7y73N9y9BM=,The ADF Project,by Andrew Jensen,Issue 64: 4th Quarter 2017,2017-12-24,Fiction,,,,https://www.abyssapexzine.com/2017/12/the-adf-project/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/gBgzXfXx5Llj0xIF6MurfDCCQu4.json,TRUE
SV6MZzu5pLILw2ZW+AaWl4B/Kto=,Out Of The Blue,Lavie Tidhar,Issue 32: 4th Quarter 2009,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/out-of-the-blue/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/zUsXxj8eHLeLDTo0oeCCu2dNUnc.json,TRUE
SZI9Is/vLKxlOCP2y2oHq7uVrGg=,Land of Fire and Ashes ,Colin P. Davies,Issue 41: 1st Quarter 2012,2011-12-30,Fiction,,,,https://www.abyssapexzine.com/2011/12/land-of-fire-and-ashes/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/i-8iWEzWTK1cxEy6oR8au23ZieI.json,TRUE
ScHvHgU7CXI9nGeWIToZ3QJX2CA=,The Birds that Flew in Wartime,Tamoha Sengupta ,Issue 70: 2nd Quarter 2019,2019-03-06,Fiction,,,,https://www.abyssapexzine.com/2019/03/the-birds-that-flew-in-wartime/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/9QcwkK+DnWevc4vyv0wsyVEkzD0.json,TRUE
Sl+c9TdxnATi4czRcwQU5rhAujM=,Pineapple Girl,S. Evans,Issue 2: March/April 2003,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2003/abyss-apex-marchapril-2003-the-pineapple-girl/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/cYvVYsloUqtQo7glQBCtLYMubBk.json,TRUE
SnShAS0DqQ2sZ6uE716vGVpqu+I=,No Dark is so Dark,J. Swift,Issue 82: 2nd Quarter 2022,2022-03-07,Fiction,,,,https://www.abyssapexzine.com/2022/03/no-dark-is-so-dark/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/lrYY-ratqsglWzPCBPBcadeRk2Q.json,TRUE
SpBTe6If/qXhJYqjEnjr+x5WG1s=, Scans,Mike Adamson,Issue 73: 1st Quarter 2020,2020-01-01,Fiction,,,,https://www.abyssapexzine.com/2020/01/scans/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/r+wK+FKHVL2BEQgML-Ows4iVh6Q.json,TRUE
SyHulsdnKcFwv8BGC7PeUYwng0U=,At Blue Crane Falls,Brian Dolton,Issue 25: 1st Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/at-blue-crane-falls/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/+9RDU-2w+iKMZ48bqENs4rYxKF4.json,TRUE
T1Qocu1yROmEe+anqBUUtg8Bwog=,Ice Moon Tale,Eilis O’Neal,Issue 35: 3rd Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/ice-moon-tale/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/N+5XbHE6reqcSIdSfKqD6Tb7vMI.json,TRUE
TLCXlsp1lrCuUJw8myGMF0r284g=,Godspeed Inc.,Vincent Miskell,Issue 20: 4th Quarter 2006,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/godspeed-inc/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/3cJVqY5P+TRoZmPxXoyGf+eUpY0.json,TRUE
TkspZkuvA6kV0HZkIO8L66q0FdA=,The Midnight Girls,Lisa A. Koosis,Issue 30: 2nd Quarter 2009,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/the-midnight-girls/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/s+ufh3+ElsTwPhJaWNSt198QS3w.json,TRUE
