fingerprint,title,author,hostname,date,categories,tags,id,license,source,source-hostname,excerpt,filename
WRUm0+nWEK3B4yABh1jzuqc5I4Y=,"""A Room in Dodge City Vol. 2 Excerpt: The Harmless Slaughterer"" by David Leo Rice",David Davis,weirdfictionreview.com,2017-08-22,Fiction,David Leo Rice;fiction;film;surrealism,,,https://weirdfictionreview.com/2017/08/room-dodge-city-vol-2-excerpt-harmless-slaughterer/,Weird Fiction Review,"Today we are featuring the first of two excerpts from David Leo Rice’s A Room in Dodge City Volume 2. Weird Fiction Review recently interviewed Rice, a Brooklyn-based Weird author whose work has been published in The Collagist, Black Clock, Vol. 1 Brooklyn, Hobart, The Rumpus, and elsewhere. As well as writing, Rice also creates surreal animations and is working on […]",./scrape/jsonfiles/wFoXOkOkT1x-OnYUA2Mcxwb+79A.json
JmGQBqMJf6ZKcTT+9v/rkmHOC44=,A Resurrection Artist,Adam Mills,weirdfictionreview.com,2014-05-14,Fiction,,,,https://weirdfictionreview.com/2014/05/a-resurrection-artist/,Weird Fiction Review,"Christopher Barzak is the author of the Crawford Fantasy Award winning novel, One for Sorrow (Bantam, 2007), which has been made into the Sundance feature film Jamie Marks is Dead. His second novel, The Love We Share Without Knowing (Bantam, 2008), was a finalist for the Nebula and the Tiptree Awards. He is also the author of two collections: Birds and Birthdays (Aqueduct […]",./scrape/jsonfiles/T8HPf0KAgB2Ogh1EpvybP2LMsNM.json
lHr6iVaTxNUE/MtvUGFyo1fbtCE=,Replacements,Jeffvandermeer,weirdfictionreview.com,2012-05-21,Fiction,,,,https://weirdfictionreview.com/2012/05/replacements-by-lisa-tuttle/,Weird Fiction Review,"Lisa Tuttle (1952 — ) is an American writer of fantastical fiction who lives in Scotland. An early member of the Turkey City Writer’s Workshop, she won the 1974 John W. Campbell Award for Best New Writer in Science Fiction. Her first novel came out in 1980 and was co-written with George R. R. Martin. Since then, […]",./scrape/jsonfiles/kyxE7On34zwjCrfq1YL0WILz6Kc.json
vS9F2blKxzU3Z2WZM+44NXLp63s=,The Stone Badger,Adam Mills,weirdfictionreview.com,2012-11-20,Fiction,,,,https://weirdfictionreview.com/2012/11/the-stone-badger/,Weird Fiction Review,"Misha Nogha (also published as Misha Chocholak or simply Misha) is an accomplished writer of science fiction and fantasy, often noted for her contributions to the subgenre of cyberpunk, her use of shamanic traditions in her fiction, and her vivid, poetic style. Born in 1955 in St. Paul, Misha is of mixed Nordic and Metis ancestry and […]",./scrape/jsonfiles/Y-ffpEvvkSKaZWg-oFetWYS-9ZU.json
Na/P8KKmS3fQMNStQVLvLUytKcY=,Selections from Lives of Notorious Cooks,Adam Mills,weirdfictionreview.com,2012-12-18,Fiction,,,,https://weirdfictionreview.com/2012/12/selections-from-lives-of-notorious-cooks/,Weird Fiction Review,"Brendan Connell was born in Santa Fe, New Mexico, in 1970. He has had fiction published in numerous places, including McSweeney’s, Adbusters, and the World Fantasy Award winning anthologies Leviathan 3 (The Ministry of Whimsy 2002), and Strange Tales (Tartarus Press 2003). His published books are: The Translation of Father Torturo (Prime Books, 2005), Dr. […]",./scrape/jsonfiles/1c3Wbsp0zi6I0bB8PnVCg3pork4.json
LUS2toZTm7HXmPqbFu7tH1xBzsY=,The Night Wire,Adam Mills,weirdfictionreview.com,2012-10-31,Fiction,,,,https://weirdfictionreview.com/2012/10/the-night-wire/,Weird Fiction Review,"H. F. Arnold (1902 – 1963) was an American pulp-era writer who wrote only three published stories. Despite this low output, ‘The Night Wire’ (1926), first published in Weird Tales, is considered the most popular story from the first golden age of that magazine. Lovecraft is said to have loved this story. ‘The Night Wire’ is perhaps […]",./scrape/jsonfiles/ZRcJECsOUZw7U0c1yL8mA-EKwu8.json
/WnUXjUXj2zML3mrYlQD6R8YADE=,The Hide,David Davis,weirdfictionreview.com,2015-04-15,Fiction;Weird Birds,fiction;weird birds;weird fiction,,,https://weirdfictionreview.com/2015/04/the-hide/,Weird Fiction Review,"The birds were white as they flew over the marsh, across the reedbeds and the frosted meres, but as they drew level with the hide their shade changed, from white to black. I saw their crimson eyes, sparks in the cloudy dark, as they disappeared into the storm. Richard and I crouched in the hide and waited. […]",./scrape/jsonfiles/8G-qEoXRVDlMFNVfeziDzW0EYLU.json
Qw/fa2iRUU8CVm/DGTkfZq5YJJI=,The Last Hour of the Bengal Tiger,Adam Mills,weirdfictionreview.com,2013-01-22,Fiction;From the Archives,,,,https://weirdfictionreview.com/2013/01/the-last-hour-of-the-bengal-tiger/,Weird Fiction Review,"Yoko Ogawa is a Japanese writer. Her stories have appeared in The New Yorker, A Public Space, and Harper’s Magazine. Since 1988, she has produced more than twenty works of fiction and nonfiction, which have been published in several countries. In 2008 her collection of three novellas, The Diving Pool, won the Shirley Jackson Award for outstanding […]",./scrape/jsonfiles/UBGTqPDud2EsBUePJwF4jjLWlOY.json
2PM9/3oP8iocLGgzBHkWde4L9YQ=,The Divinity Student: Part Seven,Adam Mills,weirdfictionreview.com,2013-09-30,Fiction;The Divinity Student,,,,https://weirdfictionreview.com/2013/09/the-divinity-student-part-seven/,Weird Fiction Review,"The following is an excerpt from Michael Cisco’s novel The Divinity Student, currently available in e‑book form from Cheeky Frawg Books, in addition to several other of his novels. WFR is proud to serialize The Divinity Student in support of the author and his books, and we will be reprinting the entire novel over the […]",./scrape/jsonfiles/a1AQJTVn5dHsQaDBSnXELdrbMCw.json
9KJykBRjiXQrtJVZ5Yg1kFVVeV0=,Eyelids That Spatter Blood,Jeffvandermeer,weirdfictionreview.com,2015-12-10,Fiction,,,,https://weirdfictionreview.com/2015/12/eyelids-spatter-blood-leena-krohn/,Weird Fiction Review,"(Tuatara skull from wiki) This week marks the publication of a landmark volume: Leena Krohn’s Collected Fiction. A staggering 850 pages covers Krohn’s entire forty-year career through novels, novellas, short stories, novel excerpts, essays, appreciations, and even poetry. (The book is also available through this StoryBundle, until the end of the year.) The collection made the Onion AV […]",./scrape/jsonfiles/5VCJGSDvNVYVhiUUN382l6ITRO4.json
ohJYRJmkqOBd+sQG/WRKuxWSfe4=,"""The Nature of Bees"" by Priya Sharma",David Davis,weirdfictionreview.com,2018-02-16,Fiction,nature;undertow books;weird fiction;women writers,,,https://weirdfictionreview.com/2018/02/the-nature-of-bees/,Weird Fiction Review,"This month marks the 9th annual Women in Horror Month and to celebrate we’re publishing a story and an interview with Priya Sharma. “The Nature of Bees” appears in Sharma’s forthcoming collection from Undertow Press, All the Fabulous Beasts. Vivien Avery came into her summer late. She blossomed at the age of thirty-eight, a time when most women […]",./scrape/jsonfiles/AHQLUstWbUrcUWFVxOIAc-ItaPs.json
9+mbYzmXGbSoNrXCsivmKNh7XX4=,The Night School,David Davis,weirdfictionreview.com,2015-10-15,Fiction,ligotti;weird,,,https://weirdfictionreview.com/2015/10/the-night-school/,Weird Fiction Review,"The following story was originally published in Grimscribe (1991) but can now be found in a new collection from Penguin Classics called Songs of a Dead Dreamer and Grimscribe. Instructor Carniero was holding class once again. I discovered this fact on my return from a movie theater. It was late and I thought, “Why not take a short cut across the grounds of […]",./scrape/jsonfiles/cPKuZhO-G+dBL8xakM+ci8NWlAY.json
vLAaPXmcnVYxHEZ8Pqyu1JypIXs=,An Incident at Agate Beach,Adam Mills,weirdfictionreview.com,2013-07-02,Fiction,,,,https://weirdfictionreview.com/2013/07/an-incident-at-agate-beach/,Weird Fiction Review,"Marly Youmans is the author of eleven books, primarily novels and poetry, along with several Southern fantasy novels for young adults. Her most recent books are: a novel, A Death at the White Camellia Orphanage (Mercer University Press, 2012), which won The Ferrol Sams Award for Fiction and took home the silver in the ForeWord BOTYA fiction […]",./scrape/jsonfiles/s2v7tapnk3wP9Kr-ZegdfUNZnb4.json
w6FO3iGbhbE2DH0eBUKwvPCauqA=,"Excerpt from the Novel ""Borne"" by Jeff VanderMeer",David Davis,weirdfictionreview.com,2017-05-25,Fiction,excerpt;Jeff VanderMeer;novel;weird fiction,,,https://weirdfictionreview.com/2017/05/excerpt-from-the-novel-borne/,Weird Fiction Review,"The following is an excerpt from the 2017 novel Borne by Jeff Vandermeer. In Borne, a young woman named Rachel survives as a scavenger in a ruined city half destroyed by drought and conflict. Rachel ekes out an existence in the shelter of a run-down sanctuary she shares with her partner, Wick, who deals his own homegrown psychoactive biotech. One day, […]",./scrape/jsonfiles/-PJn2msnD5XtwxzMERkgPCBEF38.json
N/uTsd/M1SAsyPK8PQeoSh9Aevo=,The Voice in the Night,Adam Mills,weirdfictionreview.com,2015-03-03,Fiction,fiction;weird fiction;weird seas;weird voyages,,,https://weirdfictionreview.com/2015/03/the-voice-in-the-night/,Weird Fiction Review,"“The Voice in the Night” is the first story in our weird voyages and strange seas week which featured three strange stories set at sea. – The Editors It was a dark, starless night. We were becalmed in the Northern Pacific. Our exact position I do not know; for the sun had been hidden during the course of a weary, breathless […]",./scrape/jsonfiles/vJZEclcWJMppQRvWGeTZElgbkLc.json
bSAiImsIfoGrVywais47zf8cMCs=,Pretty Monsters,Adam Mills,weirdfictionreview.com,2012-03-19,12 Days of Monsters;Fiction,,,,https://weirdfictionreview.com/2012/03/pretty-monsters-by-kelly-link/,Weird Fiction Review,"Kelly Link (1969 — ), one of the guests of honor at this year’s International Conference on the Fantastic in the Arts, is an influential American writer of hard-to-classify short fiction that has been described as fantasy, slipstream, or magic realism. Link has published three collections: Stranger Things Happen (2001), Magic for Beginners (2005), and Pretty Monsters (2008). […]",./scrape/jsonfiles/qbSZYVYLj8dQb3i2yNS2isxQs+Y.json
tvBPgbfXkFef4HPCoQ/3A9Xc6/k=,"""The Rainbow"" by Kristen Roupenian",David Davis,weirdfictionreview.com,2015-03-04,Fiction;From the Archives,fiction;weird fiction;weird seas;weird voyages,,,https://weirdfictionreview.com/2015/03/the-rainbow/,Weird Fiction Review,"“The Rainbow” is the second story in our weird voyages and strange seas week which featured three strange stories set at sea. – The Editors Mark Feldmeier was too old for family vacations, but no one had invited him anywhere else. Unless he wanted to stay home alone for a week in an empty house in Milwaukee, he […]",./scrape/jsonfiles/gAp9GE4yblqcqFvb4jgedF79Unw.json
pUjBpvsItXRWjSXOHSrtHHgX4MY=,"Ajantala, the Noxious Guest",Adam Mills,weirdfictionreview.com,2013-01-07,Fiction,,,,https://weirdfictionreview.com/2013/01/ajantala-the-noxious-guest/,Weird Fiction Review,"Amos Tutuola (1920 — 1997) was a largely self-taught Nigerian writer who became internationally praised for books based in part on Yoruba folktales, especially the phantasmagorical The Palm-Wine Drinkard (1952). Welsh poet Dylan Thomas called the novel “thronged, grisly and bewitching,” bringing it even more attention. Tutuola was criticized in Nigeria for the novel’s “primitive” style, seen to […]",./scrape/jsonfiles/7a+8gcTT6Pa9hnQcn0PAgvdklJA.json
UD1up1wwNDVsQE9a/0I995y7e28=,The Vile Game of Gunter and Landau,Adam Mills,weirdfictionreview.com,2012-10-03,Fiction,,,,https://weirdfictionreview.com/2012/10/the-vile-game-of-gunter-and-landau/,Weird Fiction Review,"Michael Cisco (1970 — ) is an American writer best known for his first novel, The Divinity Student, which was published by Ann VanderMeer’s Buzzcity Press and won the International Horror Guild Award in 1999. Since then, Cisco has published The San Veneficio Canon, The Traitor, The Tyrant, The Narrator, and The Great Lover. Taken together, these […]",./scrape/jsonfiles/vZ5U8XSte1h63Yp4rZDqkx21dU0.json
LB7xNpMAOHt/8Dn3AgQOJg/pGLU=,"""Day of Wrath"" by Sever Gansovsky",David Davis,weirdfictionreview.com,2016-08-31,Fiction,1960s;biotech;monster;Russian;science fiction;scifi;Soviet Russia,,,https://weirdfictionreview.com/2016/08/day-of-wrath/,Weird Fiction Review,"Translated by James Womack Sever Feliksovich Gansovsky (1918 – 1990) was a prominent Soviet writer of fiction, including science fiction. He wrote some of the best short stories of his generation, several of them collected in English in Macmillan’s Best of Soviet Science Fiction anthologies in the 1980s. He received the Russian Aelita Award in 1989. There is a fierce intelligence […]",./scrape/jsonfiles/B1YGGp3fidMVISYHxPGh3t8YiKs.json
kWk8G20wTRv30U0HKscoqWqyD3o=,Mr. Kneale,Adam Mills,weirdfictionreview.com,2012-08-06,Fiction,,,,https://weirdfictionreview.com/2012/08/mr-kneale/,Weird Fiction Review,"Simon Strantzas is the author of the critically-acclaimed Cold to the Touch (Tartarus Press, 2009), a collection of thirteen tales of the strange and supernatural. His first collection, Beneath the Surface (Humdrumming, 2008), has been called “one of the most important debut short story collections in the genre.” Strantzas’s stories have appeared in The Mammoth Book […]",./scrape/jsonfiles/vae+qFEQJ2UnuLj148DvOp3vZO0.json
TEiPnWDfl5SWQOp9TL6mT3GbHwY=,The Lost Machine: Chapter Seven,David Davis,weirdfictionreview.com,2016-02-10,Fiction;The Lost Machine,,,,https://weirdfictionreview.com/2016/02/the-lost-machine-chapter-seven/,Weird Fiction Review,"WFR is proud to serialize The Lost Machine in support of its author and illustrator, Richard A. Kirk. We will be reprinting the entire novel with its illustrations over the course of five weeks with a new chapter every Monday and Wednesday. Wherever possible, formatting has been made to match that available in the e‑book. This part of […]",./scrape/jsonfiles/YcbRHUw59UwLjPXDP5ZSQk3S+5o.json
w6FO3iGbhbE2DH0eBUKwvPCauqA=,"Excerpt from the Novel ""Borne"" by Jeff VanderMeer",David Davis,weirdfictionreview.com,2017-05-25,Fiction,excerpt;Jeff VanderMeer;novel;weird fiction,,,https://weirdfictionreview.com/2017/05/excerpt-from-the-novel-borne/,Weird Fiction Review,"The following is an excerpt from the 2017 novel Borne by Jeff Vandermeer. In Borne, a young woman named Rachel survives as a scavenger in a ruined city half destroyed by drought and conflict. Rachel ekes out an existence in the shelter of a run-down sanctuary she shares with her partner, Wick, who deals his own homegrown psychoactive biotech. One day, […]",./scrape/jsonfiles/XsLhbJXXNVN9OhLXrQUcjbrxYtA.json
SStOVSXSARpl7b4RCPkHRCA8b1w=,Depressurized Ghost Story,Adam Mills,weirdfictionreview.com,2012-06-18,Fiction,,,,https://weirdfictionreview.com/2012/06/depressurized-ghost-story/,Weird Fiction Review,"Rhys Hughes is a Welsh writer of fantasy, speculative fiction, and magic realism who often uses comedy and absurdism to examine philosophical issues. He is known for his unique ideas, intricate plots, and entertaining wordplay. Hughes is immensely prolific, having written numerous short stories, ebooks, novellas, and novels. Recent publications of his include the collections The Brothel […]",./scrape/jsonfiles/QifiO3PjtjQnl7cM3PWg982A5No.json
ql/oRwhKUGQgNOJg6bAAC5yZa5k=,The Trepanist,Adam Mills,weirdfictionreview.com,2015-12-09,Fiction,,,,https://weirdfictionreview.com/2015/12/the-trepanist/,Weird Fiction Review,"We’re delighted to present the following excerpt from Leena Krohn’s short novel Datura (trans. Anna Volmari and J. Robert Tupasela), available as part of the author’s Collected Fiction, just released by Cheeky Frawg Books (and also available as part of this StoryBundle). The novel as a whole is about a narrator who works for New Anomalist, a fringe […]",./scrape/jsonfiles/lYq6L2X+vZTzlk3011ZwH8Mm-AU.json
8CiKVIvvQdWstQu6T8aGca9jxNA=,"Creepy Classic: ""The New Mother""",Jeffvandermeer,weirdfictionreview.com,2011-11-03,Fiction,,,,https://weirdfictionreview.com/2011/11/creepy-classic-lucy-cliffords-the-new-mother/,Weird Fiction Review,"1. The children were always called Blue-Eyes and the Turkey, and they came by the names in this manner. The elder one was like her dear father who was far away at sea, and when the mother looked up she would often say, “Child, you have taken the pattern of your father’s eyes,” for the […]",./scrape/jsonfiles/maUBMxnITS9dyIn1lhsSP7U7P74.json
KWfUARIj9L5/+5+zHNvQi6OfUno=,Special,Adam Mills,weirdfictionreview.com,2013-05-14,Fiction,,,,https://weirdfictionreview.com/2013/05/special/,Weird Fiction Review,"Kit Reed is a prolific and highly-respected American writer of what has been referred to by many as “transgenre” fiction. Her most recent releases include her latest novel, Son of Destruction (Severn House), and her career-spanning collection of selected short stories, The Story Until Now (Wesleyan UP). Other books include her novels Enclave, J. Eden, and […]",./scrape/jsonfiles/xERfQWn3vW-4NIQji+yttm8pmAU.json
sgltZLxXB8NqvKovFcdmQhEpTLw=,Things Left Outside,David Davis,weirdfictionreview.com,2015-10-26,Fiction,short story;weird;weird fiction,,,https://weirdfictionreview.com/2015/10/things-left-outside/,Weird Fiction Review,"The following short story is from Lincoln Michel’s 2015 short story collection, Upright Beasts, from Coffee House Press. Be sure to also check out our interview with Michel about his influences and his debut collection. I wish it was me who had found her and not my husband. I kept wondering what she looked like in […]",./scrape/jsonfiles/b7cGHChngzynbp0iS8iudryjEkw.json
Jqy6uqX3QGnK8811AfXIHITi+QM=,Strabismus,Adam Mills,weirdfictionreview.com,2012-07-10,Fiction,,,,https://weirdfictionreview.com/2012/07/strabismus/,Weird Fiction Review,"Stefan Grabiński (1887 — 1936) was a Polish writer of horror fiction who considered himself an expert on demonology and magic. Some critics have called him the “Polish Poe” or the “Polish Lovecraft,” and suggested he believed in the supernatural forces in his stories. Known primarily as a novelist, he wrote many short stories, including those under the name […]",./scrape/jsonfiles/i09JJZB8rj2UoHOlCrMOGglHuYM.json
L6baB+2+U7irPeQaPGqplC68x24=,Poppies,Adam Mills,weirdfictionreview.com,2012-12-20,Fiction,,,,https://weirdfictionreview.com/2012/12/poppies/,Weird Fiction Review,"Megan Lee Beals lives in Tacoma, Washington where she takes inspiration from the nearby Puget Sound and the multitude of monsters that dwell in it. She writes because she loves to read, and once when she was young her great-grandmother told her “If you can’t find what you want, make it yourself.” This philosophy was […]",./scrape/jsonfiles/BVs2G72bE66D9h-95GAUr6dVMGA.json
5uO/gP1qVdbQNAHGGF8M7MgOgH8=,Wunderkindergarten,Adam Mills,weirdfictionreview.com,2013-07-16,Fiction,,,,https://weirdfictionreview.com/2013/07/wunderkindergarten/,Weird Fiction Review,"Marc Laidlaw (1960 – ) is an eclectic American writer of science fiction and horror whose long career has included a stint in the cyberpunk movement and significant contributions to the popular Half-Life video game series. Laidlaw first started publishing idiosyncratic, hard-to-define short fiction in the late 1970s, but is perhaps best known for writing Dad’s Nuke (1985) […]",./scrape/jsonfiles/SBH8UrJHWw6PTwcHTvZV20ofsbc.json
0oWtgheboz34NzDGMYvGx0gW79o=,The Corridor,Adam Mills,weirdfictionreview.com,2014-03-18,Fiction,,,,https://weirdfictionreview.com/2014/03/the-corridor/,Weird Fiction Review,"Darko Macan is the writer of the following story, “The Corridor,” which can be found in the collection of Croatian science fiction short stories, Kontakt (Wizard’s Tower Press), which he co-edited with Tatjana Jambrišak. We’d love to tell you more about Macan and his story, but we thought readers might like to read the intro to “The Corridor” […]",./scrape/jsonfiles/HGL3bEv9B-lq9D8UWTPbJyRtR+U.json
U7YmI3k7iq/vXPOo7NkNS8+TYnI=,Xebico,Adam Mills,weirdfictionreview.com,2012-10-31,Fiction,,,,https://weirdfictionreview.com/2012/10/xebico/,Weird Fiction Review,"Stephen Graham Jones (1972 — ) is an American writer of both stories and novels. His most recent books include Zombie Bake-Off (2012), Growing Up Dead in Texas (2012), and The Last Final Girl (2012). Jones has been a finalist for the Shirley Jackson Award and Black Quill Award, as well as a winner of the Texas Institute of […]",./scrape/jsonfiles/+qGgnl+c-q5gjNEvHQFI9rqW0fo.json
9Jx41iZ7jHH/PgfOfw7dHKQNr3U=,The Dissection: An Extolment,Jeffvandermeer,weirdfictionreview.com,2012-05-10,Fiction,Adam Bishop,,,https://weirdfictionreview.com/2012/05/the-dissection-an-extolment/,Weird Fiction Review,"Recently, Stephen Graham Jones taught our The Weird compendium for a course on the weird at the University of Colorado. As part of that course, he had his students engage with the weird directly by rewriting/re-imagining stories from the anthology. Below you’ll find Adam Bishop’s extolment of “The Dissection” by Georg Heym, which we posted earlier this […]",./scrape/jsonfiles/Vq3RTMw3If6kHuFj5357uCK5cZk.json
TV3DSIht9zCLAmy8cQSGi2b2lEI=,Creature,Jeffvandermeer,weirdfictionreview.com,2012-03-17,12 Days of Monsters;Fiction,,,,https://weirdfictionreview.com/2012/03/creature-by-ramsey-shehadeh/,Weird Fiction Review,"Ramsey Shehadeh splits his time between writing stories and writing software. His fiction has appeared in Weird Tales (where “Creature” originally appeared), Strange Horizons, and The Magazine of Fantasy & Science Fiction. He blogs at Glass Maze. “Creature” is one of our favorite stories, in part because of the brilliant juxtaposition of an energetic and seemingly […]",./scrape/jsonfiles/UMVx6Etuc2WAo7vA7VC-TVeELWo.json
lrB1V79G2a+7hKmhrXub/zXDRzg=,"""The Disassembler Searched On"" by Dempow Torishima",David Davis,weirdfictionreview.com,2018-04-25,Fiction,Japanese;scifi;translated;translated fiction;weird fiction,,,https://weirdfictionreview.com/2018/04/the-disassembler-searched-on/,Weird Fiction Review,"The following is an excerpt from Dempow Torishima’s 2018 book Sisyphean. It is the second chapter of the title story “Sisyphean.” Be sure to also check out our interview with author Dempow Torishima. Translation by Daniel Huddleston 1 When the on-site disassembler came to the synthorgan factory carrying his packing case, he stared for a moment […]",./scrape/jsonfiles/unq2mOGRUqapqK3ZFLPyRaa0hHM.json
ROv8iG4Y1YijsaGrqqMmrH+RzSk=,Bird Walks in New England,David Davis,weirdfictionreview.com,2015-04-13,Fiction;Weird Birds,fiction;weird birds;weird fiction,,,https://weirdfictionreview.com/2015/04/bird-walks-in-new-england/,Weird Fiction Review,"I followed my boyfriend to the city because I was in love with him. He had come to fetch me from across the country, like a knight riding in for his damsel. He had dark and curly hair. My family is fair, and there was something about his darkness, something sharp and sexy and wild, that told […]",./scrape/jsonfiles/d3HC7Xt65f28uL+TH5Q36z9Aews.json
1sYaQGc5fOYJ2CKvpkEkXC6GdBc=,Rediffusion,Adam Mills,weirdfictionreview.com,2013-04-09,Fiction,,,,https://weirdfictionreview.com/2013/04/rediffusion/,Weird Fiction Review,"Rhys Hughes is a Welsh writer of fantasy, specualtive fiction, and magic realism who often uses comedy and absurdism to examine philosophical issues. Hughes is immensely prolific, having written hundreds of short stories, ebooks, novellas, and novels. His main project is a story cycle consisting of exactly 1000 linked stories bound under the overall title of Pandora’s […]",./scrape/jsonfiles/06C2vgY9CQ2mk1tyXpkQIGfJE2s.json
EeezC5Wu1gWk69sIvjsRvtdaZ84=,Excerpt: Never Now Always by Desirina Boskovich,David Davis,weirdfictionreview.com,2017-06-19,Fiction,excerpt;fiction;memory;new release;weird fiction,,,https://weirdfictionreview.com/2017/06/excerpt-never-now-always/,Weird Fiction Review,"What follows is an excerpt from Desirina Boskovich’s debut novella Never Now Always out June 27th from Broken Eye Books. Boskovich’s short fiction has been published in Clarkesworld, Lightspeed, Nightmare, F&SF, Kaleidotrope, PodCastle, Drabblecast, and anthologies such as Aliens: Recent Encounters, The Apocalypse Triptych and Tomorrow’s Cthulhu. Her nonfiction pieces on music, literature, and culture have appeared […]",./scrape/jsonfiles/7DYvrKTgJDLDDbS8DjrI+iUpNPQ.json
VzltbusB8SFy5HvltgjWPhHkPBg=,"""Spettrini"" by Matthew M. Bartlett",David Davis,weirdfictionreview.com,2017-10-30,Fiction,Dunhams Manor Press;fiction;magic;weird fiction,,,https://weirdfictionreview.com/2017/10/spettrini/,Weird Fiction Review,"The following story appears in Mathew M. Bartlett’s 2017 collection The Stay-Awake Men and Other Unstable Entities, available from Dunhams Manor Press. Accompanying this story, we’re also featuring an interview with Bartlett. — The Editors Ketter Greyson was an illusionist by trade, schooled and experienced in all of the attendant disciplines and varieties of performance, but if […]",./scrape/jsonfiles/Y2jGIFt42ynsRGDjDxGVdPvMmTI.json
TC2jqmS8RGVIYgGqvQNJza3h6c0=,Slitten Gorge,Adam Mills,weirdfictionreview.com,2013-01-15,Fiction,,,,https://weirdfictionreview.com/2013/01/slitten-gorge/,Weird Fiction Review,"Conrad Williams is the author of seven novels (Head Injuries, London Revenant, The Unblemished, One, Decay Inevitable, Blonde on a Stick and Loss of Separation), four novellas (Nearly People, Game, The Scalding Rooms and Rain) and two collections of short stories (Use Once Then Destroy, Born With Teeth). He has previously won the August Derleth Award […]",./scrape/jsonfiles/hMqEXCDRemAuxzIMCjsPxx-+7jY.json
qrXhwKVLQqgNxE4119nxPMUtEIo=,"Excerpt: Troll, A Love Story",Adam Mills,weirdfictionreview.com,2012-08-28,Fiction,,,,https://weirdfictionreview.com/2012/08/excerpt-troll-a-love-story/,Weird Fiction Review,"Weirdfictionreview.com is proud to present an excerpt from Johanna Sinisalo’s novel Troll: A Love Story. Sinisalo was awarded the Finlandia Prize for literature for Troll, originally published in her native Finland as Ennen päivänlaskua ei voi, and later received the James Tiptree Jr. Award in 2004. The novel is about Mikael – known among some as […]",./scrape/jsonfiles/qXdmHKTnV7Zj-7UCeZ8bG2FB6Z4.json
MzK1tLNv0Fm0J5XFmrdjJpjUKmI=,Excerpt: Anonym,Adam Mills,weirdfictionreview.com,2013-07-30,Fiction,,,,https://weirdfictionreview.com/2013/07/excerpt-anonym/,Weird Fiction Review,"Eric Basso (1947– ) is an American poet, novelist, playwright, and critic, and also a perennial favorite of the staff at Weirdfictionreview.com. Despite being criminally overlooked in contemporary literature, his writing is important to the development and possible futures of weird fiction. His novella “The Beak Doctor,” long a cult favorite among avant-garde gothic writers, was reprinted […]",./scrape/jsonfiles/CqEPpYZPzwJbZhcMnfqlw5nmOds.json
pKAVHE7Gx4nf2+lrVMZnghxTom0=,The Double,David Davis,weirdfictionreview.com,2015-11-03,Fiction,Belgian;fantastique,,,https://weirdfictionreview.com/2015/11/the-double/,Weird Fiction Review,"The following story was originally published in the 1919 collection Nocturnal, précédé de quinze histoires. After you read this story, check out Edward Gauvin’s essay on the many doubles of Franz Hellens that places this story in the context of Hellens’ oeuvre, which included many doubles and doppelgängers. — David Davis, Translator After a long voyage, marked […]",./scrape/jsonfiles/HXQj6RS9yjwLQA89iFp-Z4SMBSE.json
dBNKtk7QvpcaLdw8T8VWcGtUHw4=,Watcher,Jeffvandermeer,weirdfictionreview.com,2012-04-09,Fiction,,,,https://weirdfictionreview.com/2012/04/watcher/,Weird Fiction Review,"Leena Likitalo is a writer from Finland, the land of thousand lakes and countless untold tales. As a Master of Computer Science she knows how to create new, but is much more efficient in breaking old. She draws her inspiration from years spent on horseback and on bottom of chilly pools playing underwater rugby. This is her […]",./scrape/jsonfiles/uaVNMEAw+l+tsiMi6IWZGH9FoKE.json
gUbUzf/IqTLd4D4teuR8UAbizAg=,The Wagon,David Davis,weirdfictionreview.com,2015-03-20,Fiction,fiction;urdu;weird fiction,,,https://weirdfictionreview.com/2015/03/the-wagon/,Weird Fiction Review,"Translated from Urdu by Muhammad Umar Memon Khalida Asghar was born in Lahore in 1938. She started writing fiction in 1963. After half a dozen highly acclaimed short stories, she dropped out of the Urdu literary world altogether, and staged a stunning comeback after a twelve-year silence in 1977. She has published half a dozen collections of her stories, some […]",./scrape/jsonfiles/DKc4QZI8nuRmBI2XWQwUa1KRvFM.json
qmt8KywcV2mjXx2A0FBAcTOesJc=,The Dire Wolf,Adam Mills,weirdfictionreview.com,2012-03-21,12 Days of Monsters;Fiction,,,,https://weirdfictionreview.com/2012/03/the-dire-wolf/,Weird Fiction Review,"Genevieve Valentine’s fiction has appeared or is forthcoming in Clarkesworld, Strange Horizons, Journal of Mythic Arts, Fantasy Magazine, Lightspeed, and Apex, and in the anthologies Federations, The Living Dead 2, The Way of the Wizard, Running with the Pack, Teeth, and more. Her nonfiction has appeared in Lightspeed, Tor.com, and Fantasy Magazine, and she is […]",./scrape/jsonfiles/kP6OZdvfJ0spM2Pr0xHLfG2dBIg.json
