fingerprint,title,author,date,series,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
9QJWRP1pk2d25wbeiW/XzclIpF4=,Doppel,Lindsay Smith; Lindsaysmith Net,2014-03-18,,Fantasy;Young Adult,Doppel;Edited By Kate Jacobs;Fantasy;Lindsay Smith;Original Fiction;Short Fiction;Tor Com Original,120499,,,https://www.tor.com/2014/03/18/doppel-lindsay-smith/,tor.com,Tor.com,"Told in a series of espionage transmissions, “Doppel” is the story of a British agent in occupied France. When he meets a charismatic SS officer who seems to be guarding a great and pow…",./scrape/jsonfiles/7QYpIMMK0pejsiYl7fTmPqlHHm8.json,TRUE
t06lrvOOdm7qCHMTydbi93+w6Nc=,Noma Girl,Elizabeth Fama,2014-03-25,,Fantasy;Young Adult,Edited By Simon Broughton;Edited By Zoey Peresman;Elizabeth Fama;Fantasy;Noma Girl;Original Fiction;Short Fiction;Tor Com Original,121122,,,https://www.tor.com/2014/03/25/noma-girl-elizabeth-fama/,tor.com,Tor.com,"Because of a quirk of history during the Spanish flu pandemic of 1918, present-day America is rigidly divided between people who live and work during the hours of darknessSmudgesand tho…",./scrape/jsonfiles/784EjNflOJ3cLyxoPbAIanf+adA.json,TRUE
TibFgMfIZRY6M6hq14K2uxYN75M=,Anyway: Angie,Daniel José Older,2014-03-26,,Horror;Urban Fantasy,Anyway Angie;Daniel Jose Older;Edited By Carl Engle Laird;Horror;Original Fiction;Short Fiction;Tor Com Original;Urban Fantasy,121066,,,https://www.tor.com/2014/03/26/anyway-angie-daniel-jose-older/,tor.com,Tor.com,"Reza’s job has put her in the face of every kind of death. Thanks to her guns, her car, and her dapper style, she came through The Bad Years alive, but since losing Angie things haven’t…",./scrape/jsonfiles/CDJ4aFXwlq4NXX15oAHXx3BL8CI.json,TRUE
5lVzaKM1KJmlBDl4avKyAkL94BA=,My Garden,Theodora Goss,2014-04-01,National Poetry Month 2014,Poetry,Poetry;Poetry Month;Theodora Goss,121566,,,https://www.tor.com/2014/04/01/my-garden-theodora-goss/,tor.com,Tor.com,"My Garden, an original poem by Theodora Goss",./scrape/jsonfiles/Bt8-bWQUh5Uy1PhwASNbEn6qoR0.json,TRUE
WN8UynnFfDCEU+yXOez12RYj6Uk=,The Devil in America,Kai Ashante Wilson,2014-04-02,,Fantasy;Historical,Edited By Ann Vandermeer;Fantasy;Kai Ashante Wilson;Novelette;Original Fiction;Short Fiction;The Devil In America;Tor Com Original,121588,,,https://www.tor.com/2014/04/02/the-devil-in-america-kai-ashante-wilson/,tor.com,Tor.com,"Scant years after the Civil War, a mysterious family confronts the legacy that has pursued them across centuries, out of slavery, and finally to the idyllic peace of the town of Rosetree. The shatt…",./scrape/jsonfiles/WyaM4soZqLiY-RpPI0jwrrj5Taw.json,TRUE
5pFRSoym5S6DrDvd0mJDnuVRvLM=,Hades and Persephone,Jo Walton,2014-04-06,National Poetry Month 2014,Poetry,Jo Walton;National Poetry Month;Poetry,121940,,,https://www.tor.com/2014/04/06/hades-and-persephone-jo-walton/,tor.com,Tor.com,"Read Hades and Persephone, an original poem by Jo Walton in celebration of National Poetry Month.",./scrape/jsonfiles/pFz4JcjW1Smnxh4kbOYz8DotJ8k.json,TRUE
k131ZlMahGDpj8YgJJZUHH++ELk=,Something Going Around,Harry Turtledove,2014-04-09,,Romantic;Science Fiction,Edited By Patrick Nielsen Hayden;Harry Turtledove;Original Fiction;Science Fiction;Short Fiction;Short Stories;Something Going Around;Tor Com Original,122180,,,https://www.tor.com/2014/04/09/something-going-around-harry-turtledove/,tor.com,Tor.com,"From the Hugo-winning, bestselling author of The Guns of the South, a tale of love, parasitism, and loss.",./scrape/jsonfiles/e1-u0NXLNAZfYit2BiJOEc8nFNE.json,TRUE
YciCOWVE163dPUgx+Z3jlAE1RKY=,The Death of Araweilo,Sofia Samatar,2014-04-13,National Poetry Month 2014,Poetry,National Poetry Month;Poetry;Poetry Month;Sofia Samatar,122446,,,https://www.tor.com/2014/04/13/the-death-of-araweilo-sofia-samatar/,tor.com,Tor.com,"Read The Death of Araweilo, a new poem by Sofia Samatar in celebration of National Poetry Month.",./scrape/jsonfiles/O6NEceUXTKLdxXWOH02+-dhrkb4.json,TRUE
pNblxoX1n2fw8+lsOyQUbvJ5b8Q=,What Mario Scietto Says,Emmy Laybourne,2014-04-15,,Science Fiction;Young Adult,Edited By Holly West;Emmy Laybourne;Monument 14;Original Fiction;Science Fiction;Short Fiction;Short Stories;Tor Com Original;What Mario Scietto Says,122620,,,https://www.tor.com/2014/04/15/what-mario-scietto-says-emmy-laybourne/,tor.com,Tor.com,"Despite all his disaster planning, and the bomb shelter he built under his shed, Mario Scietto was not prepared for the apocalypse that hit Monument, Colorado. A series of escalating disasters, beg…",./scrape/jsonfiles/iInCtqJjDgHtfT4vbaOjpyHUuVM.json,TRUE
NPTWcSVngzFBzPxpQA5xQU/fGhE=,Cold Wind,Nicola Griffith,2014-04-16,,Dark Fantasy;Fantasy,Cold Wind;Dark Fantasy;Edited By Ellen Datlow;Fantasy;Nicola Griffith;Original Fiction;Short Fiction;Short Stories;Tor Com Original,122752,,,https://www.tor.com/2014/04/16/cold-wind-nicola-griffith/,tor.com,Tor.com,"“Cold Wind,” by Nicola Griffith, is a dark fantasy tale about a woman who enters a Seattle bar on a cold wintry night in the midst of the Christmas holidays, searching for something . .…",./scrape/jsonfiles/ObHCojIDycj0Kzy09mB2xv8VyyA.json,TRUE
F6c7dfdC2NwMP12Z2XxLEC7cERc=,The End of the End of Everything,Dale Bailey,2014-04-23,,Horror;Science Fiction,Dale Bailey;Edited By Ellen Datlow;Horror;Novelette;Original Fiction;Science Fiction;Short Fiction;The End Of The End Of Everything;Tor Com Original,123154,,,https://www.tor.com/2014/04/23/the-end-of-the-end-of-everything-dale-bailey/,tor.com,Tor.com,"“The End of the End of Everything,” by Dale Bailey, is an sf/horror story about a long-married couple invited by an old friend to an exclusive artists’ colony. The inhabitants of …",./scrape/jsonfiles/n65uAfQFCbdJFoD9poWVR7-9oQw.json,TRUE
ZBMhkN2bs6jhSCSKHWw8E+UAHrg=,The Mothers of Voorhisville,M Rickert,2014-04-30,,Dark Fantasy;Fantasy,Edited By Liz Gorinsky;Fantasy;Horror;Mary Rickert;Novellas;Original Fiction;Short Fiction;The Mothers Of Voorhisville;Tor Com Original,123693,,,https://www.tor.com/2014/04/30/the-mothers-of-voorhisville-mary-rickert/,tor.com,Tor.com,"From multiple World Fantasy Award winner and Nebula, Bram Stoker, International Horror Guild, Sturgeon, and British Science Fiction Award nominated author M. Rickert comes a gorgeous and terrifying…",./scrape/jsonfiles/iESZEFjqf1HoZxKEhvW0uQ4e59I.json,TRUE
CIums2leUqcn+jxDmc27xOBGbRA=,The Madonna of the Abattoir,Anne M Pillsworth,2014-05-06,,Horror;Lovecraftian,Anne Pillsworth;Edited By Miriam Weinberg;Horror;Lovecraftian;Original Fiction;Short Fiction;Short Stories;The Madonna Of The Abattoir;Tor Com Original,124156,,,https://www.tor.com/2014/05/06/the-madonna-of-the-abattoir-anne-m-pillsworth/,tor.com,Tor.com,"In Victorian-era Arkham, Redemption Orne observes that art is indeed long and life only too short when a painter chooses Orne’s wife Patience, mistress of the Outer Gods, for his model.",./scrape/jsonfiles/SrEQpgeWCQdMzkaErVp+d-lkzlA.json,TRUE
Fzc1DYl+NhfaYKj9+TyEwPNE1JU=,Unlocked: An Oral History of Haden’s Syndrome,John Scalzi,2014-05-13,John Scalzi Lock In,Science Fiction;Technothriller,Edited By Patrick Nielsen Hayden;John Scalzi;Novellas;Original Fiction;Science Fiction;Short Fiction;Tor Com Original;Unlocked An Oral History Of Haydens Syndrome,124277,,,https://www.tor.com/2014/05/13/unlocked-an-oral-history-of-hadens-syndrome-john-scalzi/,tor.com,Tor.com,"A new near-future science fiction novella by John Scalzi, one of the most popular authors in modern SF. “Unlocked” traces the medical history behind a virus that will sweep the globe an…",./scrape/jsonfiles/9Bu4FyPnX8LLARnGw95Apu3FcdM.json,TRUE
5l8+CcgdsZoGMgAHjJQ9P//c7yA=,The Litany of Earth,Ruthanna Emrys,2014-05-14,,Fantasy;Lovecraftian,Dark Fantasy;Edited By Carl Engle Laird;Lovecraftian;Novelette;Original Fiction;Ruthanna Emrys;Short Fiction;The Litany Of Earth;Tor Com Original,124652,,,https://www.tor.com/2014/05/14/the-litany-of-earth-ruthanna-emrys/,tor.com,Tor.com,"The state took Aphra away from Innsmouth. They took her history, her home, her family, her god. They tried to take the sea. Now, years later, when she is just beginning to rebuild a life, an agent …",./scrape/jsonfiles/3AsMcmZtCMVq0X2vJDSTpKB7zMM.json,TRUE
SjDByYS9JVblB0lOeVSbSTzQNm0=,Island in a Sea of Stars,Kevin J Anderson,2014-05-20,,Science Fiction;Space Opera,Edited By Pat Lo Brutto;Island In A Sea Of Stars;Kevin J Anderson;Novellas;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,125196,,,https://www.tor.com/2014/05/20/island-in-a-sea-of-stars-kevin-j-anderson/,tor.com,Tor.com,An adventure from The Saga of Shadows: The Dark Between the Stars.,./scrape/jsonfiles/wvNi4x6GbnbphI+dzdt2-UqSabk.json,TRUE
Saj++5eRvMzA8PNFuQdnHWWqHzY=,The Walking-Stick Forest,Anna Tambour,2014-05-21,,Dark Fantasy;Fantasy,Anna Tambour;Dark Fantasy;Edited By Ellen Datlow;Original Fiction;Short Fiction;Short Stories;The Walking Stick Forest;Tor Com Original,125262,,,https://www.tor.com/2014/05/21/the-walking-stick-forest-anna-tambour/,tor.com,Tor.com,"“The Walking-Stick Forest,” by Anna Tambour, is a dark fantasy about a recluse who creates collectible walking sticks in post-WWI Scotland by manipulating the woods somewhat like bonsai…",./scrape/jsonfiles/H-cAXrm0+0rWSJl0Hjq8Q9IfQYg.json,TRUE
EjwdQIeRp19kKjftTWrzt+qA1u8=,Friends ‘Til the End,Bethany Neal,2014-05-27,,Fantasy;Young Adult,Bethany Neal;Edited By Janine Omalley;Fantasy;Friends Til The End;Original Fiction;Short Fiction;Short Stories;Tor Com Original,125490,,,https://www.tor.com/2014/05/27/friends-til-the-end-bethany-neal/,tor.com,Tor.com,"In “Friends ‘Til the End,” death isn’t the end for Emily Winstead, not even close. She died with a wrong to make right, and she’s been given a second chance to set thi…",./scrape/jsonfiles/MEN70otIaqMF02QTXEGDWkkD3kI.json,TRUE
D4ngO5+clTDbJ2fy1+aez0qfu/I=,The Insects of Love,Genevieve Valentine,2014-05-28,,Dark Fantasy;Fantasy,Edited By Ellen Datlow;Genevieve Valentine;Novelette;Original Fiction;Science Fiction;Short Fiction;The Insects Of Love;Tor Com Original;Tran Nguyen,125546,,,https://www.tor.com/2014/05/28/the-insects-of-love-genevieve-valentine/,tor.com,Tor.com,"“The Insects of Love,” by Genevieve Valentine, is a dream-like science fiction/fantasy puzzle about two sisters and several possible realities. The only certainty is that one sister get…",./scrape/jsonfiles/5L2IsXD53CkRUAIv2rxG43Nejbo.json,TRUE
Ot5xHo7z52XiTOnvv+eF1szUFA8=,Jay Lake and the Last Temple of the Monkey King,Ken Scholes,2014-06-06,,Fantasy;Humor,Edited By Beth Meacham;Jay Lake And The Last Temple Of The Monkey King;Ken Scholes;Tor Com Original,126072,,,https://www.tor.com/2014/06/06/jay-lake-and-the-last-temple-of-the-monkey-king/,tor.com,Tor.com,"Jay Lake and the Last Temple of the Monkey King, written by Ken Scholes",./scrape/jsonfiles/losMJ31dpmeex1gg3rb2K0kaw9g.json,TRUE
Bwn9rOgEsIwhoM8Kcezb2KBvE/I=,Charcoal,Ian Daffern,2014-06-09,,,Charcoal;Comics;Ho Anderson;Ian Daffern;Original Fiction;Short Fiction;Stories Comics;Tor Com Original,126534,,,https://www.tor.com/2014/06/09/charcoal-ian-daffern/,tor.com,Tor.com,"Check out Charcoal, a supernatural story of revenge that takes place at a high school near you! Charcoal is written by Ian Daffern, drawn by Ho Che Anderson with layouts by Kalman Adrasofszky, and …",./scrape/jsonfiles/ij94Ew8MNGEwQnqYlGXLnve81+A.json,TRUE
riJYeCm5yOpM8CwqTiUW70oFuGQ=,Night’s Slow Poison,Ann Leckie,2014-06-10,,Science Fiction;Space Opera,Ancillary Justice;Ann Leckie;Nights Slow Poison;Reprints;Stories Comics,126629,,,https://www.tor.com/2014/06/10/nights-slow-poison-ann-leckie/,tor.com,Tor.com,"Tor.com is honored to reprint Night’s Slow Poison, a short story by Ann Leckie set in the world of Ancillary Justice.",./scrape/jsonfiles/oT2g9b7xTHENo2qXUeQuudjA8M0.json,TRUE
3iKt4m6rzzmXRM6aFt1WVJ9iKnE=,Chapter Six,Stephen Graham Jones,2014-06-11,,Apocalyptic And Post Apocalyptic;Horror,Chapter Six;Edited By Ellen Datlow;Horror;Original Fiction;Short Fiction;Short Stories;Stephen Graham Jones;Tor Com Original;Zombies,126542,,,https://www.tor.com/2014/06/11/chapter-six-stephen-graham-jones/,tor.com,Tor.com,"“Chapter Six,” by Stephen Graham Jones, is an anthropological zombie story about Crain, a grad student, who has a theory of mankind’s evolution. As he and his former professor sca…",./scrape/jsonfiles/rAkecgV5lHgzPQaR+fHO1NMd-XY.json,TRUE
Pv4OjGT+W48Cpno3SpRNyjjI0mc=,The Unfathomable Sisterhood of Ick,Charlie Jane Anders,2014-06-16,,Collection And Anthologies;Science Fiction,Charlie Jane Anders;Lightspeed;Lightspeed Magazine;Reprints;Stories Comics;The Unfathomable Sisterhood Of Ick;Women Destroy Science Fiction,126910,,,https://www.tor.com/2014/06/16/the-unfathomable-sisterhood-of-ick-charlie-jane-anders/,tor.com,Tor.com,"Tor.com is honored to reprint The Unfathomable Sisterhood of Ick, a short story by Charlie Jane Anders.",./scrape/jsonfiles/Mn2ZV6lOAPZ1NZxwR72YbdDeuIo.json,TRUE
sr9/OIlnbUSWGJIrYcAiEOtkSyk=,Combustion Hour,Yoon Ha Lee,2014-06-18,,Fantasy;Science Fiction,Combustion Hour;Edited By Patrick Nielsen Hayden;Jeffrey Alan Love;Original Fiction;Short Fiction;Short Stories;Tor Com Original;Yoon Ha Lee,127062,,,https://www.tor.com/2014/06/18/combustion-hour/,tor.com,Tor.com,This story is about the eschatology of shadow puppets.,./scrape/jsonfiles/XXaJwCaUpB2OfrPueLrXPa1Joe4.json,TRUE
GOZQTs3SS9g7yOGsZ49ZChpG7U0=,The Imitation Game,Leland Purvis; Jim Ottaviani,2014-06-23,,,Alan Turing;Comics;Jim Ottaviani;Leland Purvis;Original Fiction;The Imitation Game;Tor Com Original,127445,,,https://www.tor.com/2014/06/23/the-imitation-game-jim-ottaviani-leland-purvis/,tor.com,Tor.com,"Today, Alan Turing is considered the father of theoretical computer science and artificial intelligence. The mathematician, born on June 23, 1912, was a brilliant World War II codebreaker and parla…",./scrape/jsonfiles/bNhqKoPwUtZ7h5rxL4rmRGgzht8.json,TRUE
6mojk0y2z8yr4D0VhgOOk4C4mAQ=,The Color of Paradox,A M Dellamonica,2014-06-25,,Science Fiction;Time Travel,A M Dellamonica;Edited By Ellen Datlow;Original Fiction;Science Fiction;Short Fiction;Short Stories;The Color Of Paradox;Time Travel;Tor Com Original,127800,,,https://www.tor.com/2014/06/25/the-color-of-paradox-am-dellamonica/,tor.com,Tor.com,"“The Color of Paradox,” by A.M. Dellamonica, is a science fiction story about one of a series of time travelers sent back to the past in order to buy more time for the human race, which…",./scrape/jsonfiles/2Skx9E9omMyrjNrft08dQvbX66s.json,TRUE
3uc1TBctEAPLnCdHMczh2NQEUzo=,Playing Nice with God’s Bowling Ball,N K Jemisin,2014-06-30,,Detective;Science Fiction,Jim Baens Universe;N K Jemisin;Playing Nice With Gods Bowling Ball;Reprints;Stories Comics,128201,,,https://www.tor.com/2014/06/30/playing-nice-with-gods-bowling-ball/,tor.com,Tor.com,Tor.com is honored to reprint Playing Nice with God’s Bowling Ball by N.K. Jemisin.,./scrape/jsonfiles/dYV6ijVcHdF3Octe2OmWSh0aPj0.json,TRUE
y9AxiXYbgrKV0m+NMmNZ0wCWSK4=,The Devil in the Details,James D Macdonald; Debra Doyle,2014-07-02,,Contemporary Fantasy;Fantasy,Contemporary Fantasy;Debra Doyle;Edited By Patrick Nielsen Hayden;Fantasy;James D Macdonald;Original Fiction;Short Fiction;Short Stories;The Devil In The Details;Tor Com Original,128545,,,https://www.tor.com/2014/07/02/the-devil-in-the-details/,tor.com,Tor.com,"A new adventure of Peter Crossman, special agent of the Knights Templar—a man prepared to administer last rites with one hand while wielding a flamethrower with the other. Now an ancient manu…",./scrape/jsonfiles/YgcfvFspR2SBBcEVZAWYthByJCg.json,TRUE
Qc/KU0+I1YYfdAnR5SHcutJv84Q=,Sleep Walking Now and Then,Richard Bowes,2014-07-09,,Horror;Science Fiction,Edited By Ellen Datlow;Novelette;Original Fiction;Richard Bowes;Science Fiction;Short Fiction;Sleep Walking Now And Then;Tor Com Original,129026,,,https://www.tor.com/2014/07/09/sleep-walking-now-and-then-richard-bowes/,tor.com,Tor.com,"“Sleep Walking Now and Then,” by Richard Bowes, is a weird, futuristic novelette about an interactive theater production in The Big Arena (aka New York City) and the mystery surrounding…",./scrape/jsonfiles/7j3tl+6kkQAymxEdyUiCeN3+V7g.json,TRUE
9WDGfLC6VTahOEsXmAdqdYcCVII=,The Angelus Guns,Max Gladstone,2014-07-16,,Science Fiction;Space Opera,Edited By Marco Palmieri;Max Gladstone;Original Fiction;Science Fiction;Short Fiction;Short Stories;Space Opera;The Angelus Guns;Tor Com Original,129677,,,https://www.tor.com/2014/07/16/the-angelus-guns-max-gladstone/,tor.com,Tor.com,"During a celestial civil war, an angel-like soldier searches for her missing brother in the Crystal City.",./scrape/jsonfiles/NSzukBCD5uTretn2B8tj4XaQIc8.json,TRUE
oQF+GfOP9MjNRf+sEayqnH3w324=,"A Short History of the Twentieth Century, or, When You Wish Upon A Star",Kathleen Ann Goonan; Www Goonan Com,2014-07-20,,Historical;Science Fiction,A Short History Of The Twentieth Century;Edited By Ellen Datlow;Historical;Kathleen Ann Goonan;Novelette;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,129976,,,https://www.tor.com/2014/07/20/a-short-history-of-the-twentieth-century-or-when-you-wish-upon-a-star/,tor.com,Tor.com,"In honor of Tor.com’s sixth birthday, please enjoy this original rocket story. “A Short History of the Twentieth Century, or, When You Wish Upon a Star”, by Kathleen Ann Goonan, i…",./scrape/jsonfiles/VFXjg6Ol0RfRm5w0bgXBLBnyOTY.json,TRUE
TiOqVKZfLgvpXeznR47duDhZvxY=,Brisk Money,Adam Christopher; Adamchristopher Co Uk,2014-07-23,,Detective;Science Fiction,Adam Christopher;Brisk Money;Edited By Paul Stevens;Noir;Novelette;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,130250,,,https://www.tor.com/2014/07/23/brisk-money-adam-christopher/,tor.com,Tor.com,"Raymond Chandler famously hated science fiction, saying “They pay brisk money for this crap?” However, it has recently come to light that Chandler secretly wrote a series of stories and…",./scrape/jsonfiles/DhrzZCiiE-9OvF2vYNuoPdieNhc.json,TRUE
iN0FgR2ylaGATFlOpOAmDrcn6eM=,To Eternity,Barrie Potter; Wesley Allsbrook,2014-07-24,,,Barrie Potter;Comics;Original Fiction;Short Fiction;Tor Com Original;Wesley Allsbrook,130329,,,https://www.tor.com/2014/07/24/to-eternity-wesley-allsbrook-barrie-potter/,tor.com,Tor.com,"If all things were normal, Stuart would be considered quite a catch. In this short (romance?) comic by Barrie Potter and Wesley Allsbrook, things are not normal.",./scrape/jsonfiles/-Awt+LS4EVeTi1t+8oEV5yHzYc4.json,TRUE
vU6o9bPfpZyvbra3HRHGe2Y3B7M=,The Colonel,Peter Watts; Www Rifters Com,2014-07-29,,Military Science Fiction;Science Fiction,Edited By David G Hartwell;Hard Science Fiction;Novelette;Original Fiction;Peter Watts;Science Fiction;Short Fiction;The Colonel;Tor Com Original,130916,,,https://www.tor.com/2014/07/29/the-colonel-peter-watts/,tor.com,Tor.com,Colonel Moore is in trouble. His wife has retreated into a virtual heaven and his son remains missing after joining an extrasolar mission to track down an alien race. He is presently tasked by his …,./scrape/jsonfiles/rn4VhCYPRYkUinVjDt+LO5WqXGk.json,TRUE
fmVaALp5noY57ZqaJn37hZlrWgI=,A Cost-Benefit Analysis of the Proposed Trade-Offs for the Overhaul of the Barricade,John Chu,2014-07-30,,Science Fiction;Weird Fiction,A Cost Benefit Analysis Of The Proposed Trade Offs For The Overhaul Of The Barricade;Edited By Ann Vandermeer;John Chu;Original Fiction;Science Fiction;Short Fiction;Short Stories;Tor Com Original,130976,,,https://www.tor.com/2014/07/30/a-cost-benefit-analysis-of-the-proposed-trade-offs-for-the-overhaul-of-the-barricade/,tor.com,Tor.com,"Generation after generation, engineers have maintained the barricade, a shield that protects civilization against Turbulence, this strange force that destroys both minds and machines. As Turbulence…",./scrape/jsonfiles/A3czvxBgv1oxUScAt0d8puNn+TY.json,TRUE
wM7uXB53/9reRRThWi9mkFiaHD4=,Remainder: A Wrenchies Story,Farel Dalrymple,2014-08-06,,,Comics;Farel Dalrymple;Original Fiction;Remainder;The Wrenchies;Tor Com Original,131774,,,https://www.tor.com/2014/08/06/remainder-wrenchies-comic-farel-dalrymple/,tor.com,Tor.com,"Leking Snipes has been turned into a bug. A bug with a gun. This isn’t making the apocalypse—already filled with nightmarish soul-sucking creatures, loss, and abandonment—any easier to deal with. B…",./scrape/jsonfiles/sB5rI4HkWyrVaz4GgPd-3bTNfaQ.json,TRUE
4glChyjqz3DdG9hn2EaGaTklu9E=,In the Sight of Akresa,Ray Wood,2014-08-06,,Fantasy;Romantic,Edited By Carl Engle Laird;Fantasy;In The Sight Of Akresa;Novelette;Original Fiction;Ray Wood;Romantic;Short Fiction;Tor Com Original,131585,,,https://www.tor.com/2014/08/06/in-the-sight-of-akresa-ray-wood/,tor.com,Tor.com,"Claire’s lover has no tongue. A slave liberated from a heathen temple, Aya cannot tell the story of her stolen voice, or of her and Claire’s unfolding love. She cannot speak her pain, h…",./scrape/jsonfiles/LoKxdrz8OGpr2FJ4itF7FgxFgDQ.json,TRUE
4JtFCdAWM6/p2JXXbLj7vQrlYIw=,Sleeper,Jo Walton,2014-08-12,,Dystopian;Science Fiction,Dystopia;Edited By Patrick Nielsen Hayden;Jo Walton;Original Fiction;Science Fiction;Short Fiction;Short Stories;Sleeper;Tor Com Original,131649,,,https://www.tor.com/2014/08/12/sleeper-jo-walton/,tor.com,Tor.com,History is a thing we make—in more senses than one. And from more directions.,./scrape/jsonfiles/SXS3m3-1Anm4cNWT5N2yR1+ZEZc.json,TRUE
3gMBjmUpFpGnhkEbdYjhhzlQTQw=,La Signora,Bruce McAllister,2014-08-13,,Dark Fantasy;Fantasy,Bruce Mcallister;Dark Fantasy;Edited By Ellen Datlow;Fantasy;La Signora;Original Fiction;Short Fiction;Short Stories;Tor Com Original,132129,,,https://www.tor.com/2014/08/13/la-signora-bruce-mcallister/,tor.com,Tor.com,"“La Signora,” by Bruce McAllister, is a dark fantasy about a teenage American living in an ancient Italian fishing village with his parents. He’s invited by his friends to go nigh…",./scrape/jsonfiles/UVFtAc3akUGUWVIjm90wwNv4K7I.json,TRUE
0t61bP8k9hxMIh94guMdBawflYA=,Hero of the Five Points,Alan Gratz; Alangratz Blogspot Com,2014-08-19,,Fantasy;Young Adult,Alan Gratz;Edited By Susan Chang;Fantasy;Hero Of The Five Points;Novelette;Original Fiction;Short Fiction;The League Of Seven;Tor Com Original;Young Adult,132209,,,https://www.tor.com/2014/08/19/the-hero-of-five-points-alan-gratz/,tor.com,Tor.com,“Hero of the Five Points” is a rollicking short adventure set in 1853 in the world of the League of Seven fantasy series for middle-grade readers by acclaimed author Alan Gratz. Grab yo…,./scrape/jsonfiles/uuT1YDOuFbOXTwy9eS1VC1uaP0M.json,TRUE
j1DQpVC873Br/7z0BBSLew9qd+U=,Seven Commentaries on an Imperfect Land,Ruthanna Emrys,2014-08-20,,Fantasy;Magical Realism,Edited By Carl Engle Laird;Fantasy;Magical Realism;Original Fiction;Ruthanna Emrys;Seven Commentaries On An Imperfect Land;Short Fiction;Short Stories;Tor Com Original,132309,,,https://www.tor.com/2014/08/20/seven-commentaries-on-an-imperfect-land-ruthanna-emrys/,tor.com,Tor.com,"Tikanu, land of laws and patterns, magic and wild mint, is not found behind hidden doors. It passes across borders and takes root wherever its people settle. This collection of seven commentaries r…",./scrape/jsonfiles/qn3PFwFI53oETvrURHWqO2xV1Q0.json,TRUE
CxoA8aG/OlDlVQEPAVnEqoSsb0k=,Strongest Conjuration,Skyler White,2014-08-26,,Fantasy;Science Fiction,Edited By Patrick Nielsen Hayden;Fantasy;Novelette;Original Fiction;Science Fiction;Short Fiction;Skyler White;Strongest Conjuration;The Incrementalists;Tor Com Original,133159,,,https://www.tor.com/2014/08/26/strongest-conjuration-skyler-white/,tor.com,Tor.com,"A tale of the Incrementalists—a secret society of two hundred people, with an unbroken lineage reaching back forty thousand years. They cheat death, share lives and memories, and communicate with o…",./scrape/jsonfiles/ztzze+hFS40BholqN-Jwh8SfaGg.json,TRUE
rV2QUe49NcrEiu472ZS4Fm+KLLc=,A Cup of Salt Tears,Isabel Yap,2014-08-27,,Dark Fantasy;Fantasy,A Cup Of Salt Tears;Dark Fantasy;Edited By Carl Engle Laird;Fantasy;Isabel Yap;Original Fiction;Short Fiction;Short Stories;Tor Com Original,133298,,,https://www.tor.com/2014/08/27/a-cup-of-salt-tears-isabel-yap/,tor.com,Tor.com,"Makino’s mother taught her caution, showed her how to carve her name into cucumbers, and insisted that she never let a kappa touch her. But when she grows up and her husband Tetsuya falls dea…",./scrape/jsonfiles/TnJy4ObzU5l4smnjhnj8qCrtIxs.json,TRUE
/fkhYMu6YA2V8wqprqD/57lDN6w=,Headache,Julio Cortázar,2014-09-03,,Fantasy;Magical Realism,Edited By Ann Vandermeer;Julio Cortazar;Michael Cisco;Short Stories;Translation,133675,,,https://www.tor.com/2014/09/03/headache/,tor.com,Tor.com,"The late Julio Cortázar was a sickly child and spent many hours in bed. Perhaps those memories inspired “Cefalea,” the feverish story of the care and feeding of fantastical creatur…",./scrape/jsonfiles/y+NjyuKQoXVtaWwfJJESuwyxgR4.json,TRUE
C2PKrtMFwjca0vu3s0qdxNNyUQE=,Tuckitor’s Last Swim,Edith Cohn,2014-09-09,,Fantasy;Young Adult,Edited By Edith Cohn;Edith Cohn;Fantasy;Original Fiction;Short Fiction;Short Stories;Tor Com Original;Tuckitors Last Swim;Young Adult,134004,,,https://www.tor.com/2014/09/09/tuckitors-last-swim-edith-cohn/,tor.com,Tor.com,"Tuckitor Hatterask had a fierce desire to go for a swim, even though a storm was brewing and he knew it wasn’t a good idea to go into the water. But the forces pulling him toward the ocean we…",./scrape/jsonfiles/lI2HfXFLK8c0cQlF0wZP5OburR0.json,TRUE
dadxZQaXBh/1YMaSMtAymJxIgGA=,As Good As New,Charlie Jane Anders,2014-09-10,,Apocalyptic And Post Apocalyptic;Science Fiction,As Good As New;Charlie Jane Anders;Edited By Patrick Nielsen Hayden;Original Fiction;Post Apocalyptic;Science Fiction;Short Fiction;Short Stories;Tor Com Original,134123,,,https://www.tor.com/2014/09/10/as-good-as-new-charlie-jane-anders/,tor.com,Tor.com,"From the author of the Hugo-winning “Six Months, Three Days,” a new wrinkle on the old story of three wishes, set after the end of the world.",./scrape/jsonfiles/4iYCBy-aDWYsgKGv-qDJgGY01Dk.json,TRUE
