fingerprint,title,author,editor,date,categories,excerpt,hostname,source,source-hostname
EO7d3Vlrtl3JFKfnpnG1bxACbbc=,Undertow – Jared Leonard,Jared Leonard,B Morris Allen Editor; Publisher,2016-10-21,Fantasy;Story,"The midday sun reflected off the sea in a thousand broken glimmers, belying the cutting chill in the early spring air. Salt scoured Alrik’s nostrils, the burn setting his nerves at ease. The vessel…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/undertow-jared-leonard/,Metaphorosis
p91Fpwux4QG0dGW0/Ov5p5IlhpU=,The Last – Premee Mohamed,Premee Mohamed,B Morris Allen Editor; Publisher,2016-07-22,Science fiction;Story,"Erik was balanced atop one of the standing stones on the black pebble beach when the elders told him of his father’s death. Drowned, they said. Out at Sampson Fjord. Killed by Old Blue. Darkn…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/the-last-premee-mohamed/,Metaphorosis
FR+LqK6Zk15hQKFxWu+7YxJu3CM=,Metaphorosis – B. Morris Allen,B. Morris Allen,B Morris Allen Editor; Publisher,2015-09-01,Science fiction;Story,"Like the sound of soft fingers on skin, green palm fronds whispered amongst themselves. Their soft breath caressed his cheek as he listened for the slight scratching of frond cilia against stiff pa…",metaphorosis.com,https://magazine.metaphorosis.com/story/2015/metaphorosis-b-morris-allen/,Metaphorosis
kullfDhdeEy5WGWn3NC2r/4vd9o=,The Song of the Moohee – Emmett Swan,Emmett Swan,B Morris Allen Editor; Publisher,2021-05-14,Podcast;Science fiction;Story,"The vast Ossinian sea, empty and calm, spread out before me in all directions.",metaphorosis.com,https://magazine.metaphorosis.com/story/2021/the-song-of-the-moohee-emmett-swan/,Metaphorosis
zBya+8pcu+204RLYxffoDJv8wJ4=,Silo – J.S. DiStefano,J.S. DiStefano,B Morris Allen Editor; Publisher,2022-01-21,Podcast;Science fiction;Story,"I woke to the slow, creaking opening of the door, and the wind against the walls of the silo.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/silo-j-s-distefano/,Metaphorosis
L/9WE0N/hfJDX+tg6YCFBTtjWOM=,The Three Thousand – Elise Kim,Elise Kim,B Morris Allen Editor; Publisher,2020-12-11,Fantasy;Podcast;Story,The walls of the city shuddered under cannon fire and smoldered with flames.,metaphorosis.com,https://magazine.metaphorosis.com/story/2020/the-three-thousand-elise-kim/,Metaphorosis
Ng8KPz/WbS9/OocNJiBgWZQbmZE=,Family Tree – Lindsey Duncan,Lindsey Duncan,B Morris Allen Editor; Publisher,2018-12-21,Fantasy;Story,"“Halett,” Rithshara called out of her dressing chamber, “where is my youngest son?” She pondered the crimson headdress versus the black, and decided on the former, which didn’t pinch. There was no …",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/family-tree-lindsey-duncan/,Metaphorosis
lQFmBNwjscqG9s7WG1DIxv8rmkM=,The Knight Who Carried a Sword in His Heart – Joshua Hagy,Joshua Hagy,B Morris Allen Editor; Publisher,2023-01-13,Fantasy;Podcast;Story,Legends speak of a time when the world was different.,metaphorosis.com,https://magazine.metaphorosis.com/story/2023/the-knight-who-carried-a-sword-in-his-heart-joshua-hagy/,Metaphorosis
ckYfbvoaL7PkfX6TUvdl4xuX2Yc=,Light Winds With a Chance of Velociraptors – Michelle Ann King,Michelle Ann King,B Morris Allen Editor; Publisher,2017-06-02,Fantasy;Story,"“That’s the worst thing about the end of the world,” Elsie said, staring mournfully into a teacup that had long ago been licked clean of every last drop of Tetleys and soggy crumb of custard cream.…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/light-winds-with-a-chance-of-velociraptors-michelle-ann-king/,Metaphorosis
sVYvxdw7WruB8kGU1g+l+zMcEok=,"Time, Wolf, Emit, Flow – Anna Madden",Anna Madden,B Morris Allen Editor; Publisher,2022-06-10,Fantasy;Podcast;Science fiction;Story,Time watched a dust storm approaching fast.,metaphorosis.com,https://magazine.metaphorosis.com/story/2022/time-wolf-emit-flow-anna-madden/,Metaphorosis
STgWR8lS9ZmjeAE7pprni5TWo3c=,Twins – Gregory Kane,Gregory Kane,B Morris Allen Editor; Publisher,2018-10-19,Science fiction;Story,"Our twins visit once a month. They arrive one at a time, passing one another as they move up and down the path dividing the manicured campus. Years ago, we’d gather to watch from the laboratory’s t…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/twins-gregory-kane/,Metaphorosis
vyIpCaDJbmeR5lTUi8I1iXTDwzY=,Autumn’s Come Undone – Sharmon Gazaway,Sharmon Gazaway,B Morris Allen Editor; Publisher,2021-04-23,Fantasy;Podcast;Story,Autumn stands before a large pumpkin.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/autumns-come-undone-sharmon-gazaway/,Metaphorosis
akCPXR6WuMURv6aaHM+1gxXnGrE=,For the Love of Wild Things – Mande Matthews,Mande Matthews,B Morris Allen Editor; Publisher,2022-09-09,Fantasy;Story,It started the day she returned from the morgue.,metaphorosis.com,https://magazine.metaphorosis.com/story/2022/for-the-love-of-wild-things-mande-matthews/,Metaphorosis
IxFKrDgXpqOetvTaHRlce2WiPVY=,Just Five Minutes – George Allen Miller,George Allen Miller,B Morris Allen Editor; Publisher,2017-03-03,Science fiction;Story,"“Can I get five for fifteen?” an old man said. Jerome looked up from the sidewalk and into the old man’s eyes. Junior was a local; he’d grown up two houses down the street, though he didn’t live th…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/just-five-minutes-george-allen-miller/,Metaphorosis
mZzoupjIzOji0Gn/mi5+cz7zTPw=,Lingua Franca – Amelia Fisher,Amelia Fisher,B Morris Allen Editor; Publisher,2020-10-16,Podcast;Science fiction;Story,"I knew the children had no names, though I didn’t understand it.",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/lingua-franca-amelia-fisher/,Metaphorosis
JKSLROCvKuSO56RMPV+NjGkGV+U=,A Wizard Comes to Shorehaven – L.J. Wetherby,L.J. Wetherby,B Morris Allen Editor; Publisher,2021-08-06,Fantasy;Podcast;Story,Many years had gone by since a wizard last dwelled in the small seaside town of Shorehaven.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/a-wizard-comes-to-shorehaven-l-j-wetherby/,Metaphorosis
BMtSuZZ+J+0GcFwEXZqPpOkrJgU=,The Heresy Machine – Gerald Warfield,Gerald Warfield,B Morris Allen Editor; Publisher,2016-03-18,Science fiction;Story,"Goranth struggled up the cracked and crumbling stairs of the ancient tunnel. His squat build, typical of the Dunn, rendered him ill-suited for climbing. His short legs trembled, his tail stump ache…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/the-heresy-machine-gerald-warfield/,Metaphorosis
2XIVPKQ+XdwLn5tezoyRDPidcv0=,My Little Sister Brigid – Harold R. Thompson,Harold R. Thompson,B Morris Allen Editor; Publisher,2023-03-10,Fantasy;Science fiction;Story,My little sister Brigid was born when I was four years old.,metaphorosis.com,https://magazine.metaphorosis.com/story/2023/my-little-sister-brigid-harold-r-thompson/,Metaphorosis
eWVjHiNhCPn9zABvMERw3T9oNcg=,Bas Relief – Joshua Grasso,Joshua Grasso,B Morris Allen Editor; Publisher,2022-11-11,Fantasy;Podcast;Story,"Sveta twisted and turned in the mirror, lifting her shirt to inspect her stomach, flattering herself that it looked harder, firmer, than it had last week.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/bas-relief-joshua-grasso/,Metaphorosis
nNVn559rvenBc90kodjnvbSa6bo=,"There is a City, He Told Me – Evan James Sheldon",Evan James Sheldon,B Morris Allen Editor; Publisher,2019-08-30,Fantasy;Story,"There is a city where the outer walls shift and entrances dance away, so that a passerby might think they are merely approaching from the wrong side. If you know about this city, if you are patient…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/there-is-a-city-he-told-me-evan-james-sheldon/,Metaphorosis
evAi+eIFCQQFeBRpJmz6EZbD1yc=,The Machinery – Julia Warner,Julia Warner,B Morris Allen Editor; Publisher,2016-01-22,Science fiction;Story,"“I want you to know your options,” Dr. Foss said, handing the card across the table. The paper was crisp; the edges bit into Adelaide’s fingers. “Thank you.” Her voice seemed to come from the walls…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/the-machinery-julia-warner/,Metaphorosis
YhBNdWkBZ2gsbAYRsEi9jkpe9hc=,The Lost Heirs of Rose McAlder – Kate Lechler,Kate Lechler,B Morris Allen Editor; Publisher,2017-03-10,Science fiction;Story,"When Rose McAlder died at eighty-five, it took us all of an hour to congregate on her property, rubbing our hands and stamping our feet against the October chill. We hadn’t known it was she who had…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/the-lost-heirs-of-rose-mcalder-kate-lechler/,Metaphorosis
3HrIVnnUrf9UJbbLDUMwLGA32K0=,Hishi – David A. Gray,David A. Gray,B Morris Allen Editor; Publisher,2018-02-23,Science fiction;Story,"Hishi’s claws ticked on the polished floor as she ran. The sound was barely audible, yet the teeming corridors emptied ahead of her. News had spread through the great city, out and down from the bl…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/hishi-david-a-gray/,Metaphorosis
TouTLw6R5SpsOik244W48OOn1XI=,The Naked Me – N. Immanuel Velez,N. Immanuel Velez,B Morris Allen Editor; Publisher,2017-02-17,Science fiction;Story,"Jareth eased into a parking spot, turning off the rock ‘n’ roll screaming from the radio. The wind nipped at his skin, so he zipped up his jacket a little tighter. His silver necklace winked at him…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/the-naked-me-n-immanuel-velez/,Metaphorosis
qcQb58tX93nO0UrxqEFtmKzX1Kk=,Leiprenese 101 – Jason A. Bartles,Jason A. Bartles,B Morris Allen Editor; Publisher,2021-05-21,Podcast;Science fiction;Story,I scrambled to find the arm hole in my gown as I ran toward Zorah’s office apartment.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/leiprenese-101-jason-a-bartles/,Metaphorosis
ykIJO6c4pmsvwSqcCfPm+ADDHr0=,"Orla, Always – Thomas Ha",Thomas Ha,B Morris Allen Editor; Publisher,2021-12-03,Fantasy;Podcast;Story,She raised her head to listen for the rustle of his whispers.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/orla-always-thomas-ha/,Metaphorosis
dTEH7G5A7KGizhWUTFeloKuPrNA=,Heard – Elise Forier Edie,Elise Forier Edie,B Morris Allen Editor; Publisher,2016-02-05,Science fiction;Story,"When Dr. Paulson Kurtz clones the mammoth Sukari, the whole world gushes. Blog posts, interviews, TV spots, websites, opinion pieces, essays, tweets, and podcasts, the message is always the same: e…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/heard-elise-forier-edie/,Metaphorosis
CbtUoYOy47BLcGncj5mDNSsD2Jw=,Country Whispers – Matthew Amundsen,Matthew Amundsen,B Morris Allen Editor; Publisher,2019-06-07,Fantasy;Podcast;Story,"Seeing the bodies of them girls hanging outside the town’s gates made me think coming here was a bad idea, but it was too late to go back now. The driver, Finnas, didn’t seem the type to turn these…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/country-whispers-matthew-amundsen/,Metaphorosis
DtcM61G4QFNj5/U3FSpC49rIW34=,Shiplight – Benjamin C. Kinney,Benjamin C. Kinney,B Morris Allen Editor; Publisher,2016-09-09,Science fiction;Story,"“Right there, any moment now. Their future,” Jacob said, resentment thick and sour in his mouth. He pointed up into the night sky, above the heads of the close-packed crowd on the porch. Everyone w…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/shiplight-benjamin-c-kinney/,Metaphorosis
qvLfhhf85CH37fGowdHvW14fDDM=,Infinite Possibilities III – Michael Gardner,Michael Gardner,B Morris Allen Editor; Publisher,2022-11-25,Podcast;Science fiction;Serial;Story,He’s chosen one of the coffee places in the city that Candice talks about.,metaphorosis.com,https://magazine.metaphorosis.com/story/2022/infinite-possibilities-iii-michael-gardner/,Metaphorosis
aqGmAD5bG0qQ8WHuAgPxMv3xgB8=,Since We Don’t Have Wings – Gwen Whiting,Gwen Whiting,B Morris Allen Editor; Publisher,2022-06-03,Fantasy;Podcast;Story,"Chash sloshed through the mud on his way home, picking up bits of glass and hiding them in his pockets.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/since-we-dont-have-wings-gwen-whiting/,Metaphorosis
YrNvEXa8cLZxJNQ5u8IOHr8S5L8=,Mission and Submission – Will Gwaun,Will Gwaun,B Morris Allen Editor; Publisher,2022-03-11,Podcast;Science fiction;Story,"Amir and Sahia lay side by side in the narrow berth, waiting to hear if there was a home waiting for them out there in the darkness of space.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/mission-and-submission-will-gwaun/,Metaphorosis
S6PjeJPPzJZB+zNOEnHFQPftdS4=,The Dream Diary of Monk Anchin – Felicity Drake,Felicity Drake,B Morris Allen Editor; Publisher,2018-07-20,Fantasy;Story,"I went to the museum’s special exhibition on Seitokuji Temple alone, as was my habit. In the corner, there was a glass case full of portraits of the temple’s famous poets. The last portrait made me…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/the-dream-diary-of-monk-anchin-felicity-drake/,Metaphorosis
X1KlPenJ8DzN/4xqjWFLnqIXOhI=,The Secret Keeper – Pauline Yates,Pauline Yates,B Morris Allen Editor; Publisher,2021-06-04,Fantasy;Podcast;Story,Keeping a secret is dangerous.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/the-secret-keeper-pauline-yates/,Metaphorosis
n1g4IB7evGLMm4C3q8Q6IA+Nzcw=,"Kozuna, the Ogre’s Child – Felicity Drake",Felicity Drake,B Morris Allen Editor; Publisher,2020-01-03,Fantasy;Podcast;Story,"The red rental car plunged into the tunnel. Hitomi’s eyes adjusted: the sun winked out, replaced by the yellow glow of sodium lights flashing by too fast. Professor Ueda had insisted on driving. Hi…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/kozuna-the-ogres-child-felicity-drake/,Metaphorosis
UgY2DL/iLD0RtetUFacG4J8/Xsk=,"Donald Q. Haute, Gentleman Inquisitator, and the Peril of the Pythogator – David A. Hewitt",David A. Hewitt,B Morris Allen Editor; Publisher,2020-04-24,Podcast;Science fiction;Story,"Inquisitator’s Log: July 11, 20—; 11:53 pm The Donald Q. Haute residence, Springstump Township The electromail came in the night, heralded by a ping from my desktop computing-box. My Inquisitator’s…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/donald-q-haute-gentleman-inquisitator-and-the-peril-of-the-pythogator-david-a-hewitt/,Metaphorosis
nC42eOFgZJTemAIPaZep2T6jLVE=,I Will Go Gently – Susan McDonough-Wachtman,Susan McDonough-Wachtman,B Morris Allen Editor; Publisher,2018-12-14,Fantasy;Story,"They sat in their deck chairs, watching their son fish. “Has he caught one?” she asked, gently rocking. Walter squinted out at the lake. “I don’t think so.” “I think he did.” “Did you see it?” Elle…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/i-will-go-gently-susan-mcdonough-wachtman/,Metaphorosis
s62JJNJjldy0eB2ZV140z7HaIZA=,Gathering Dust – Meryl Stenhouse,Meryl Stenhouse,B Morris Allen Editor; Publisher,2016-04-29,Fantasy;Story,"There’s a bench I like to sit on, with my legs tucked up, pretending I’m just another student on break from university. People always have a smile for me—a young woman in the sun—until they see the…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/gathering-dust-meryl-stenhouse/,Metaphorosis
8mnnUZFIfqgNxvHOelY+WPKSUBE=,"Calm Folk, Come Forth! – Adan Berkowitz",Adan Berkowitz,B Morris Allen Editor; Publisher,2018-05-04,Science fiction;Story,"The bear stood on its hind legs and roared. Its fur was matted and tangled, brown with hints of orange, and one of its ears was mostly gone. Gray eyes and long sharp teeth. Rancid breath wafted ove…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/calm-folk-come-forth-adan-berkowitz/,Metaphorosis
pXaTBzH13vfl/bK1RaXxdDzeo0M=,Endless – Ted S. Bushman,Ted S. Bushman,B Morris Allen Editor; Publisher,2021-02-19,Fantasy;Podcast;Story,"In Malanihayata, the Ever-Changing City, there existed myriad ways for a smith to die.",metaphorosis.com,https://magazine.metaphorosis.com/story/2021/endless-ted-s-bushman/,Metaphorosis
C+lhnwQHnCtG3IFa0X6V5CSTrlU=,For Metaphorosis – ChatGPT,ChatGPT,B Morris Allen Editor; Publisher,2022-12-05,Story,"Following the lead of Fred Coppersmith at Kaleidotrope, we asked ChatGPT to write a 500 word story for Metaphorosis. It may not have understood the assignment, but it didn’t do too badly. And…",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/for-metaphorosis-chatgpt/,Metaphorosis
XBIeo77EkOZSomUFBUVs1lL/hO0=,The Bagel Shop Owner’s Nephew – J. Tynan Burke,J. Tynan Burke,B Morris Allen Editor; Publisher,2018-08-03,Fantasy;Story,"Last night, Murray called with another bunch of prophecies, so Yonatan Kaplan hasn’t slept yet. He stayed up preparing dossiers on some doomed socialites instead. Now it’s a little after dawn, Frid…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/the-bagel-shop-owners-nephew-j-tynan-burke/,Metaphorosis
JnZkJcPpARZc3YC9R8K1sA0Lgbo=,The World’s Secret Heartbeat – Aatif Rashid,Aatif Rashid,B Morris Allen Editor; Publisher,2016-12-02,Science fiction;Story,"Blake tried once again to start his car, a mustard-yellow vintage two-door from back when companies still made gasoline cars — but the engine only sputtered and groaned. It sounded to Khalid like a…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/the-worlds-secret-heartbeat-aatif-rashid/,Metaphorosis
vxgDRvEpdQWTmBcuaj9hHcRk+HQ=,My Last Summer at Camp Unterlaken – Eugene Morgulis,Eugene Morgulis,B Morris Allen Editor; Publisher,2016-11-11,Science fiction;Story,"Camp Unterlaken wasn’t for everybody. Kids who came expecting a safe and cushy woodland experience barely lasted a week. I mean, you could get splinters from just about any surface, the mosquitoes …",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/my-last-summer-at-camp-unterlaken-eugene-morgulis/,Metaphorosis
htrO+eKOTHrXoEKDGwI20o+te0Y=,The Bear Wife – Catherine George,Catherine George,B Morris Allen Editor; Publisher,2019-02-15,Fantasy;Story,"The bear wife took the cub to mommy and me yoga. She didn’t look much like a bear without her fur, but somehow the other mothers seemed to sense it; when she came in carrying the cub they shifted a…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/the-bear-wife-catherine-george/,Metaphorosis
EC0mLbZc1YDNEoi9cphAMp0oRic=,The Draining – Matt Hornsby,Matt Hornsby,B Morris Allen Editor; Publisher,2020-03-20,Fantasy;Podcast;Story,"It is strange to imagine that serpent-men might love serpents. After all, they go to great lengths to wreak destruction on the beasts, travelling far out on the fickle and changing sea to slay them…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/the-draining-matt-hornsby/,Metaphorosis
w9Ym6A0I1TyhjzNk4PE2RYWsYWU=,Out Where the Rivenbuds Grow – Mark Rookyard,Mark Rookyard,B Morris Allen Editor; Publisher,2016-08-12,Science fiction;Story,"The second sun sat low in the sky, its pale red light smeared through a blanket of grey clouds. The winter had been a long one; five years, and the rivenbuds were a rare splash of colour in the wor…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/out-where-the-rivenbuds-grow-mark-rookyard/,Metaphorosis
aiK0rvawX4VJ/wezL4TNJBx8YDU=,The Woman Who Brought Love to Death – Kathryn Yelinek,Kathryn Yelinek,B Morris Allen Editor; Publisher,2020-06-19,Fantasy;Podcast;Story,"Gudrun plunked herself down in the grass, her back against the side of the sod house. The guests were feasting, and the funeral ale was flowing, so she could indulge her grief a moment. Almighty …",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/the-woman-who-brought-love-to-death-kathryn-yelinek/,Metaphorosis
gz4zGfVliFTMD0oEbpbZvyh7PNk=,Five Star Review – Alyssa N. Vaughn,Alyssa N. Vaughn,B Morris Allen Editor; Publisher,2019-01-11,Podcast;Science fiction;Story,"“We need to get serious about losing weight.” my mother says as she tosses the empty pizza boxes next to the recycling bin. “I beg your pardon?” I manage to sputter, following behind her to break t…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/five-star-review-alyssa-n-vaughn/,Metaphorosis
LvyA2OJdy6XYUhnEyjet/zUbYns=,What Have You Done to be Happy Today? – Kimberly Kaufman,Kimberly Kaufman,B Morris Allen Editor; Publisher,2017-08-11,Science fiction;Story,"I guess it started with the robot talking to me at the front of Perfect Pizza. It was the check-out clerk, one of the humanoid ones, vaguely male with his square features, bald head and glass eyes.…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/what-have-you-done-to-be-happy-today-kimberly-kaufman/,Metaphorosis
GqIjK2KPW+XnioDXf1LgxW0OLfw=,Sturm und Clang – Sara Kate Ellis,Sara Kate Ellis,B Morris Allen Editor; Publisher,2022-04-29,Podcast;Science fiction;Story,"“Just use your homespun innocence, Sam. Those townies will trust you.”",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/sturm-und-clang-sara-kate-ellis/,Metaphorosis
kWtgO4g2F7GunJAwZO1j8uqujns=,The Nature of Glass – Sandi Leibowitz,Sandi Leibowitz,B Morris Allen Editor; Publisher,2016-12-09,Fantasy;Story,"Whispers from the Jewish quarter about the raising of a golem. A clock where every hour Death pursued sins and set them quaking. Astronomy, botany, art. Bohemia in the days of Rudolf II was famed f…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/the-nature-of-glass-sandi-leibowitz/,Metaphorosis
NHA5ZUOafU/Ax329bxV28gp9omw=,Not All Those Who Wander Are Lost – Douglas Anstruther,Douglas Anstruther,B Morris Allen Editor; Publisher,2018-08-31,Fantasy;Story,"-1- Carla sat on the edge of the metal railing that lined the motel’s third-floor landing, gripping its paint-chipped bars with long, slender legs. Black lace stockings disappeared into a tattered …",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/not-all-those-who-wander-are-lost-douglas-anstruther/,Metaphorosis
Tx39x8YlkI7vA4N7bJnCeQ4at6o=,Some Sun and Delilah – B. Morris Allen,B. Morris Allen,B Morris Allen Editor; Publisher,2019-09-06,Fantasy;Story,"“I’ll cut your hair,” she said impulsively one evening. “You’re getting shaggy, and far too blond with all this sun.” We were vacationing in the islands, trusting the fresh sea winds to bring life …",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/some-sun-and-delilah-b-morris-allen/,Metaphorosis
DZA1nbmfKOFvkda+L/NXxAV73AU=,"So, You’re In an Alternate Universe – Jeremy Packert Burke",Jeremy Packert Burke,B Morris Allen Editor; Publisher,2016-08-26,Science fiction;Story,"So, you’re in an alternate universe. It doesn’t feel alternate. Your mom is still your mom, who smells like fennel, with red-rubbed knuckles. Your dad still has his large tie collection: his wooden…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/so-youre-in-an-alternate-universe-jeremy-packert-burke/,Metaphorosis
R5/ardkDEPnsa2D3+oZPy2ImlOM=,Packing List for Oblivion – Cameron Bertron,Cameron Bertron,B Morris Allen Editor; Publisher,2023-01-06,Podcast;Science fiction;Story,The statue was nothing like Enefai remembered.,metaphorosis.com,https://magazine.metaphorosis.com/story/2023/packing-list-for-oblivion-cameron-bertron/,Metaphorosis
US6RawlfnseNcULw0K0uj/uD0u4=,The Lost Languages of Exiles – Laura E. Price,Laura E. Price,B Morris Allen Editor; Publisher,2017-09-08,Science fiction;Story,The shoes they gave her don’t fit. She notices in the waiting area of the IWT counseling office and holds one foot out in front of her. Wiggles her toes and feels them rubbing against the inside fr…,metaphorosis.com,https://magazine.metaphorosis.com/story/2017/the-lost-languages-of-exiles-laura-e-price/,Metaphorosis
fILrKXxqs0AoQb0zWHJz7FzNJjo=,An Aftertaste of Earth – Pauline Yates,Pauline Yates,B Morris Allen Editor; Publisher,2017-08-25,Science fiction;Story,"The arrival of delegates from the Planetary Migration Program raised false hope in my district. Not only has the maximum age for entry to the off-world colony been lowered, we were given less than …",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/an-aftertaste-of-earth-pauline-yates/,Metaphorosis
l73vo1nOZlt2oFdN7kRc595K1vM=,Forever and a Life – Daniel Roy,Daniel Roy,B Morris Allen Editor; Publisher,2019-04-12,Science fiction;Story,"Transcripts of Mayfly interviews by Dr. Leanne Jansen. Sarah al-Awqati (childhood friend): “Fuck forever.” Yup, I was right in front of the stage when she first said that. I can say “she,” right? I…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/forever-and-a-life-daniel-roy/,Metaphorosis
b5lkY2T+6DY0A0i47ajDQjnXEKs=,Portals and Other Lost Things – Elizabeth Rankin,Elizabeth Rankin,B Morris Allen Editor; Publisher,2022-09-23,Fantasy;Podcast;Story,There was no indication that the holes Sylvie accidentally knitted into her first scarf would be portals in space and time.,metaphorosis.com,https://magazine.metaphorosis.com/story/2022/portals-and-other-lost-things-elizabeth-rankin/,Metaphorosis
HH17JQ+5Jf3XXgrLVTc6bAdxH+U=,Adaptations to Coastal Erosion – B. Morris Allen,B. Morris Allen,B Morris Allen Editor; Publisher,2016-06-24,Fantasy;Story,"It was after summer that Nora started to sink. Just footsteps a little deeper than usual; she saw them as she came back on her walk, comparing her outgoing, energetic pace to her homecoming, philos…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/adaptations-to-coastal-erosion-b-morris-allen/,Metaphorosis
FqlOacpRmooFEr3I2anwk6GrmXE=,My Dog is the Constellation Canis Major – Jarod K. Anderson,Jarod K. Anderson,B Morris Allen Editor; Publisher,2016-07-08,Fantasy;Story,"I didn’t actually want a dog, so I guess I got what I wanted. The little guy belonged to my grandma. I don’t know many old ladies, but I still feel confident saying that she was a very cool old lad…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/my-dog-is-the-constellation-canis-major-jarod-k-anderson/,Metaphorosis
AXQzQ4JksHUjhauKSsD6ly3diuc=,Beneath the Sea of Glass – Rob Francis,Rob Francis,B Morris Allen Editor; Publisher,2017-10-13,Fantasy;Story,"The sand slithered as if it were alive. Leos knew it was the wind, tugging rivulets of dust in its wake like whipping snakes, but even so. The land here was bad, hostile. They should never have com…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/beneath-the-sea-of-glass-rob-francis/,Metaphorosis
GIIG/HfNXXy30fTQIHhpCTqi7DM=,Chambers of the Heart – B. Morris Allen,B. Morris Allen,B Morris Allen Editor; Publisher,2017-02-24,Fantasy;Story,"Despair and Ecstasy are the simplest. Ecstasy is the small and cozy room of a cottage that looks out on a broad meadow in the forest. In the spring, elk come to posture and to mate, and the wildflo…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/chambers-of-the-heart-b-morris-allen/,Metaphorosis
G6hdMuBkuwHiylBFQ1iuNms2DSk=,The Abjection Engine: Fragments From the Diary of Alexi Alanovonovich – Y. X. Acs,Y. X. Acs,B Morris Allen Editor; Publisher,2017-06-30,Science fiction;Story,"Among the infinite forms which the natural world delivers us, none is more fascinating, more truly wonderful, than that incomprehensibly complicated movement referred to, in its entirety, as ‘human…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/the-abjection-engine-y-x-acs/,Metaphorosis
U3gw98ANEoPoQyGVl/T9+qad+zQ=,What Lies in Light – Laura Duerr,Laura Duerr,B Morris Allen Editor; Publisher,2019-12-13,Podcast;Science fiction;Story,"I dream about the volcano again. The broad bowl of its crater is filled with shimmering light. I am standing at the rim like always, watching the warm and welcoming glow eddy and dance just a few f…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/what-lies-in-light-laura-duerr/,Metaphorosis
lLiY8HnFZ1QQax3XsYqaVfUVPiM=,Misalignment – Erik Goldsmith,Erik Goldsmith,B Morris Allen Editor; Publisher,2019-10-11,Science fiction;Story,"When Levy Green awoke, he looked around for a few blinking moments, and did not try to remember. He was alone. Through an open window, he could see it was day. Something, somewhere was beeping. An …",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/misalignment-erik-goldsmith/,Metaphorosis
