fingerprint,title,author,issue,date,categories,tags,id,license,comments,source-hostname,hostname,source,excerpt,filename,has_text
hmdiBJTojtfM9WBQ19Mj3N3cSfA=,Feast and Famine,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue11/chapter/the-forever-endeavor-part-eight/,31. FEAST AND FAMINE,./scrape/jsonfiles/IVGPSWwyZRMWJyKMRc4PaclQhzA.json,TRUE
pL+xmdXYIf3XjPSKtMq21HWZ8Js=,Watching Rome Burn,Veronica Brush,75,2020-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/watching-rome-burn,"Of all the terrible things I saw as a paramedic, the one that most haunted me was the look on a woman’s face as she watched a fire ferociously consume her ho...",./scrape/jsonfiles/Sl-Ev27lqanKfQJA2-Se4w4m2uc.json,TRUE
PVrgdKnHd8efsqbOYPzUwZpSMjU=,The Story of a Young Woman,Ose Utomi,57,2018-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-story-of-a-young-woman,"There’s a story we first began to tell long ago, before the time of your Greatmamas, and their Greatmamas before them, before the Queens of the Kudu, before ...",./scrape/jsonfiles/lQ5M8put14Sfz9SwToxL9xByyA0.json,TRUE
ghaX3x+34hCm/Gi4ksD449tntXo=,Murder-Suicide,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue8/chapter/the-forever-endeavor-part-five/,16. MURDER-SUICIDE,./scrape/jsonfiles/LEFY6kDNG8E5fnWKW5yOnnzCixw.json,TRUE
8KJtk5mOZcP7TQ+CXyCnwEwswDY=,The Forever Girl,R.L. Thull,33,2016-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue33/chapter/the-forever-girl/,"Lily swelled and shrank with slow breaths, on the brink of sleep. Her dark curls were frazzled from play and her dress was disheveled, wrinkled with undone r...",./scrape/jsonfiles/AeWjWeYECmTpKkfYqfqLCdn8-XY.json,TRUE
hxIbEBmgJUXc5eDhtiez7Yf3GUk=,"Mouth & Marsh, Silver & Song",Sloane Leong,87,2021-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/mouth-and-marsh-silver-and-song,"I was born to the marsh with a memory of silver, acute as fear and soft as peat on my tongue.",./scrape/jsonfiles/8ZQ0htWule9KIkGRqp99cH+pq0w.json,TRUE
KZ2T8HF4c8t16YufTP6ilX6ZIbQ=,Cruise Control,Benjamin C. Kinney,93,2021-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/cruise-control,"“Why the hell would I want to become a car?” I flicked the pamphlet at my son’s face, but it fluttered down to the bleach-white sheet, just short of the meta...",./scrape/jsonfiles/39hLq6bDYvAPA+P2PLRGOk2Vi4E.json,TRUE
/anqM0JOUOasaSnkVgsKlw6fhmQ=,Breathe,R.D. Sullivan,44,2017-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/breathe,There are worse ways to go.,./scrape/jsonfiles/qaxjAJBcSw5OgeghgxPKQx-pfpM.json,TRUE
LXjG+N2XgpqNJigaUvSNhc0HkWM=,Undertow,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue13/chapter/the-forever-endeavor-part-ten/,41. UNDERTOW,./scrape/jsonfiles/KFgRPcL91yLtkrhVElotbHahuOk.json,TRUE
Hke60KY0pGPfBKBEjPuJI4nhFBw=,Advice for Your First Time at the Faerie Market,Nibedita Sen,69,2019-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/advice-for-your-first-time-at-the-faerie-market,"You’ll smell it before you see it — scents of ticklish pollen, braised roots. The market doesn’t like to let itself be found too easily. I found it by accide...",./scrape/jsonfiles/AZgmqvVRPdBkv2s6KaQJ-28xFPE.json,TRUE
G+JoWKER7I+DqzB4DniCqfNM5l8=,The Gingerbread Pox,A. A. McNamara,50,2017-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-gingerbread-pox,"A swirl of oven-warm crumbs composed the cloud, spicy and pungent. In their coordinated roiling, they took on the vague contours of a man.",./scrape/jsonfiles/foL8zQPKX1SVEFcZFDabxlYL8Bg.json,TRUE
AAk7FWFW0r8mIrhpWebFmd3M6uc=,Bluebeard's Wife,T. Kingfisher,97,2021-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/bluebeards-wife,She really hadn’t known.,./scrape/jsonfiles/VPmdHZWegIrjus4F4t8WYmATTzI.json,TRUE
7+2QvSlgJdLGfEjzcUButeTG4b0=,Give My Body to the Moths,Riley Neither,101,2022-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/give-my-body-to-the-moths,I have been the death of better people than me.,./scrape/jsonfiles/Fb0JfHyBmrLKrF60LQlplGaAsTc.json,TRUE
ucUUqNXdXCr2WvBaDRuCxQxaHAA=,"Ariadne, Abandoned on Naxos",S.M. Mack,35,2016-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue35/chapter/ariadne-abandoned-on-naxos/,Selected by guest editor Daniel José Older,./scrape/jsonfiles/X2M7QhiTvW1L4Y84DiStFIs7SNQ.json,TRUE
4n012/MpMwvIAp9t71xctRw1LbQ=,Consigned to Moonlight,Shaoni C. White; illustrated by Aurelijus Langvinis,102,Spring 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/consigned-to-moonlight,"[The Last Will and Testament of Onorei Foxcroft, submitted to and recognized by the Ministry of Records, Verdigris City, as of January 19.]",./scrape/jsonfiles/3WJlG4vN3cuxhnDQVbNORn1Zy44.json,TRUE
/3P36AMhzHLL8zrf6JhExLwI748=,A Trick of the Night,Steven J. Dines; illustrated by Galen Dara,9,2014-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue9/chapter/a-trick-of-the-night/,I met the devil in my dreams and he told me this would happen.,./scrape/jsonfiles/1MARPoKXn2dy32-XkXVhUNSQqsY.json,TRUE
l7/AS6Dn8Jd/BfU97zcWDyG6fag=,Flow,Marissa Lingen; illustrated by Galen Dara,53,2018-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/flow,"I walk like my father. He has a long, swinging stride with a bounce in the balls of his feet. A cheerful walk but not one that brooks much argument. I am twe...",./scrape/jsonfiles/sSBLgCFDrhYg-CQ5dHjxqOlRo+k.json,TRUE
JzK/WZxd8Zu8QwPQCi2t9NuQxs8=,Habeas Codex,Curtis C. Chen; illustrated by Trevor Fraley,98,2021-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/habeas-codex,"The sky above the port was the color of YouTube, tuned to a singing-cats channel.",./scrape/jsonfiles/LPk0R6psVvSsBgbAo+QTYcTo7No.json,TRUE
RYomjclmVy819xY/yMCdx5peaxs=,Nobody’s Goddess,Amber D. Sistla,23,2015-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue23/chapter/nobodys-goddess/,Benjamin scrolled through the Book’s table of contents; the little tablet contained every sanctioned story that had ever been recorded in the Zianon Empire. ...,./scrape/jsonfiles/fbyRkCbmc7JPaGpJtpuXNEYdzvs.json,TRUE
dO0W9P7aV+MhDvvqxVpztqdnyf8=,Team Work,A. T. Greenblatt,65,2019-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/team-work,"I was never an amazing Super. I only joined the team because I wanted to be with people like me. I never thought I’d, you know, try to save anyone.",./scrape/jsonfiles/kcMMpneBQcbiF-ZDG5Xfk0aClAE.json,TRUE
2jUb9RZ/iyM/GL4LpDLrDP+QL9k=,Temperance,Christie Yant; illustrated by Amy Houser,1,Spring 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue1/chapter/temperance/,"IT WASN’T THE WORST BENDER of Anthony Cardno’s life, but it was the first that he had ended in a cemetery, vomiting into an open grave. His head throbbed; hi...",./scrape/jsonfiles/AygS+BI4BsDlq7uE2UfCENp+NaU.json,TRUE
MmN+id807Rrvd0+JKnzN9lS6NBQ=,My Name is Ronald by the Way,Thord D. Hedengren,20,2015-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue20/chapter/my-name-is-ronald-by-the-way/,"Slippery. That was the feeling I couldn’t shake after speaking to the salesman. I stood there feeling violated, a document folder in hand along with his card...",./scrape/jsonfiles/2W5ErncrwfTtbz6bKGOh9kfVPRg.json,TRUE
i2Gtnk9ipj6d5+DWQhHqwK62rtQ=,The Praetorian Guard,Lucas J. W. Johnson,41,2017-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-praetorian-guard,"The tavern was dark and cramped, like everything on the Imperial Skystation. Space had to be preserved when you were trying to keep thousands of tons hoverin...",./scrape/jsonfiles/w28ALFqjZYdAW-KAePrBy6A0Ots.json,TRUE
vAYgARpRXjYnvaT+/YkJle5MxvA=,Chiripas,José González Vargas,67,2019-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/chiripas,"The chiripas came with the rain season. They were small, bean-sized insects the color of coffee that ran and hid whenever they felt seen and followed. At fir...",./scrape/jsonfiles/WyUCyDEDTjXRPZqNmEIPKPyFMcc.json,TRUE
SV54ymPLJ3PlApngkf88EN36w0s=,A Martian Woman's Guide to Surviving the Gravity Chamber,Jennifer Stephan Kapral,64,2019-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-martian-womans-guide-to-surviving-the-gravity-chamber,1. Shit twice a day instead of once and watch everyone freak out over your fiber intake. It makes life more interesting for the Chamber Nurses.,./scrape/jsonfiles/mVVJSITtxrWR3csUHALp48Ihm9w.json,TRUE
e0pUvZ+KlHCTbLD/WbhhoG4Uhgw=,Cosmic Forces at Your Local Waffle House,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue15/chapter/the-forever-endeavor-part-twelve/,53. COSMIC FORCES AT YOUR LOCAL WAFFLE HOUSE,./scrape/jsonfiles/TQ3FmXabGTEX0HLc0g3bTajmX+Y.json,TRUE
Fnk/Te1JcA8bgN2CMtdaNI4mZuk=,"Twenty Parsecs East of the Earth Bypass, Closed on Sundays",Robert Lowell Russell,18,2014-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue18/chapter/twenty-parsecs-east-of-the-earth-bypass-closed-on-sundays/,The bell on the door jangled and a pair of Korgalaths entered Samuel’s store. The tripedal aliens were robin’s-egg blue with patterns of green splotches cove...,./scrape/jsonfiles/+M4Hha5+ov+EwRtAX6OEAewZ-4c.json,TRUE
QrhwjGW51R0vlHq+1HYhaLqJfv8=,Seen Small Through Glass,Premee Mohamed,100,2022-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/seen-small-through-glass,"My upper lip was oozing sweat like syrup and I couldn’t stop thinking about it. Thinking that months from now, someone would interview me in jail and I’d say...",./scrape/jsonfiles/YQMdH2fUhFaGaRa6Z61lDKYPU+Y.json,TRUE
k8N6ANt+Izt2fYqz00BoC8m6sNw=,Zanders the Magnificent,Annie Neugebauer; illustrated by Galen Dara,21,2015-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue21/chapter/zanders-the-magnificent/,"“My handsome, darling boys,” Mrs. Zander said, placing a hand on each of their shoulders. “Which one of you wants to be alive today?”",./scrape/jsonfiles/6PCg3w1pYKKjIc2WktKZDiX7dYw.json,TRUE
fekpUcpO8l8ooscOCjA3X4+uxp0=,All the Hometowns You Can't Stay Away From,Izzy Wasserstein; illustrated by Matthew Davis,67,2019-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/all-the-hometowns-you-cant-stay-away-from,"You Snap into the procedurally-generated shithole you call a hometown, and a moment later the stench leaves you gagging. So many universes and yet, in almost...",./scrape/jsonfiles/jlF0Y89rT2rF9N1Rha+BHOmzUAg.json,TRUE
TosGP746vadbTQpmOzy27iFf+yA=,My Custom Monster,Jo Miles,94,2021-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/my-custom-monster,Thank you for your recent gift purchase from the Custom Monster Company. The monster you gave is now settling into your loved one’s home.,./scrape/jsonfiles/HHQpsMNE+tmG9N8S8XYkR3mwJ1I.json,TRUE
wdXLMA03E1QmtqDCDH7eqVFRr+E=,From Under the Peach Tree,Kerry Truong,74,2019-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/from-under-the-peach-tree,"All things in this world are reborn, even gods. Ngai, the god of slights, found themself trapped in the wheel of reincarnation, destined to resurrect and die...",./scrape/jsonfiles/WOqD1graecAUrAf90Lvylaz+J1U.json,TRUE
1hoBJLE5A2FAgUveTxyGvvCojio=,The Czar of Smiles,J. L. Royce,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-czar-of-smiles,"Cosette awoke in the dim faux-dawn to a blinking notification. It was her sixteenth birthday, the end of childhood, though there was no one offering to celeb...",./scrape/jsonfiles/AFSVN6S1LKgdz9rU--n1ZqdDzus.json,TRUE
CI75SrCds1B7CTG/mE6Px2KYv5s=,My Body,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/my-body,Here is how I learned to hate my body.,./scrape/jsonfiles/l7yPwGAB3Q3+8yNJ2-fZv5gYwYo.json,TRUE
qSnxWAcx3p+oM38cs0YNIUDxDkk=,A Taste of Cinnamon,Rebecca Birch,21,2015-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue21/chapter/a-taste-of-cinnamon/,"“C’mon, Renny,” Jesmin whispered from the far side of the internal bulkhead. “Don’t get grav-feet now.”",./scrape/jsonfiles/QGniDdvrQsE+VnhjCP6z4UEeP2I.json,TRUE
OFij8F7ARuR/30O+9MQXznYwlyw=,The Witch in the Tower,Mari Ness,45,2017-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-witch-in-the-tower,"High in the tower, the witch bent over her spinning wheel.",./scrape/jsonfiles/E1cnQajzM-pJAkQZKbhZ0JsCph4.json,TRUE
VWSoJT18PqdJkMHhxfgvD7zAsWo=,The Words I Starved For,N.R. Lambert,77,2020-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-words-i-starved-for,"Someone made me invisible, when I was small, and no one ever saw me again. I’ve been here in my house ever since.",./scrape/jsonfiles/CNNcobVcCrXmiczXuOs3HFw5vRQ.json,TRUE
QqQdmwTOFLufMhzpYmBsZr7veV0=,A Legal Alien,Maya Kanwal,51,2018-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-legal-alien,"When Immigration and Customs Enforcement descended on our nook of suburban Houston, we knew one of us would be taken—we were all brown. They drove up in pack...",./scrape/jsonfiles/TBdwxTFj-2c0PNbUwWhazwvwZOA.json,TRUE
BKQsF0pGkNbR2TLgFvDL/bZB4is=,Chosen,Kate Sheeran Swed,85,2020-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/chosen,After,./scrape/jsonfiles/wG2r-QkBtgd4d-pyvYRiRvhb+5g.json,TRUE
PzvbMSs5TsDBWmdXntgHBNqAgFs=,The Resurrectionists,Alec Austin,41,2017-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-resurrectionists,"They’d gone three days without seeing anything more than mesas and miles of bone-sand before Kade saw the newspaper. At first he took it for a haunt, gliding...",./scrape/jsonfiles/+8uo6IVQMwcFzQ3dkGzH6Lo1zLM.json,TRUE
ryFOk0gDsSdvr4QOVCgjmudyos0=,Mr. Reilly’s Tattoo,Hope Erica Schultz,18,2014-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue18/chapter/mr-reillys-tattoo/,"Mr. Reilly was my first patient. I was the only male CNA in the nursing home, and the nurses warned me that some patients would have a problem with it. Sure ...",./scrape/jsonfiles/-sDmSPe3iFgDWiWA-2bmOA1PSi0.json,TRUE
eqKLZxWfImp+3Nx1dJINpBRPSA8=,The Boy on the Roof,Francesca Forrest,73,2019-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-boy-on-the-roof,"“Washing area is there, and you can hang your things on that pole,” the manager of the hostel said, pointing to a large stone sink and then to a pole not yet...",./scrape/jsonfiles/Uve3fBjoWcsVkHnXYl4Iy-uKJC8.json,TRUE
sLx+ukJn6Xr4YC3tvqp4EIkrEGM=,The Memory Who Became a Girl,Jennifer Campbell-Hicks,32,2016-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue32/chapter/the-memory-who-became-a-girl/,"At one time, people launched the ashes of their loved ones into space. Now they launched memories.",./scrape/jsonfiles/CoUfXttCI4pVfg-BhMielZKAsoU.json,TRUE
S2NCQoTwzRy50rniUoG+cbMVthM=,Sometimes the Crossroads Come to You,Mikki Kendall,38,2016-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue38/chapter/23/,"“If you’re darker than warm beige we don’t recommend using this unit to visit the past prior to 2150. Only go into the recent past, or into the future.” The ...",./scrape/jsonfiles/FoA9S3gc0hSRHUiw72RmqSpmF8U.json,TRUE
OuR4gwHP911BgA9Vu/J0U6dr2aU=,The Brightest Lights of Heaven,Maria Haskins,69,2019-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-brightest-lights-of-heaven,"I haven’t seen Moira for fourteen years, but I dream about her all the time. The dream is always the same. We’re six years old and we’re dragons again — jump...",./scrape/jsonfiles/TX7UpyDdKG+UGgdh5cxgg+atMDQ.json,TRUE
7J1Bucg7PrDGXBW22hdgzMZzn/8=,Shoelace,Laura Lovic-Lindsay,20,2015-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue20/chapter/shoelace/,"Having finished the rest of my shopping, I turned left by the bluejeans, walking slower now toward the back of the store and the shoes. Using the overhead mi...",./scrape/jsonfiles/YA9W-v40SI-xTMSf6gqKwRLxBRc.json,TRUE
r7G49ayNbKMUZYKkSO2rOgM7bR0=,Never a Gentle Master,Brittany N. Williams,98,2021-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/never-a-gentle-master,“Ain’t no good coming of messin’ in other folks’ business.” Madear’s voice broke through the silence of the workroom. “Especially not Qual’s.”,./scrape/jsonfiles/aSP8m9SBtME7-uWg9CRoaRHl+2o.json,TRUE
Up4SvcU0LGHZPT5BtEmdxIDyYrg=,Testimony,Jennifer Mason-Black; illustrated by Galen Dara,16,2014-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue16/chapter/testimony/,They sleep.,./scrape/jsonfiles/hVksmd-nAEXnP5C4I03h7wQ5N0M.json,TRUE
K6XqTvIivRsxtB5RR2q3iVuLWhk=,XY,Lucy Zhang,102,Spring 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/xy,"Before mom and dad had me, they had another child. She was called XY and was tall and pretty, with the type of long hair boys yanked on because they wanted a...",./scrape/jsonfiles/8vs16aZLz6MMgMwsbwi7pBxjJ8M.json,TRUE
Mj/F5QnbmgKG9gcbJ2obBmbE1Oo=,The Census Faces Unusual Challenges on Audvarn-3,Jo Miles,91,2021-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-census-faces-unusual-challenges-on-audvarn-3,"The first Auddid colony on Treye’s list was huge: a village’s worth of interconnected chambers carved from a bank of ancient, dried mud. From a distance, it ...",./scrape/jsonfiles/XsKq0HRIylkxYyWyvrlPgcHv0Jc.json,TRUE
fFtdi6S5nRjvhTOEn21vzNJgXEk=,Bear Language,Martin Cahill; illustrated by Galen Dara,42,2017-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/bear-language,Day One,./scrape/jsonfiles/mgZRaErqYKEC6QuwdFjnemygBn4.json,TRUE
N5SPQUgH+B6u1ArvQ9hR12laULo=,The Fifth Horseman,Martin Cahill,96,2021-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-fifth-horseman,"The final family converges at no particular crossroad, each enjoying the symphony of blissful, dead air that marks a job well done.",./scrape/jsonfiles/fTtzENvKt7FXvKnmSX42PyrjjpM.json,TRUE
lZzNfypJ/fffArnQ0fTBKJBXNRI=,Now Watch My Rising,Merc Fenn Wolfmoor,55,2018-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/now-watch-my-rising,"“Your purpose is to eat the sun,” says Prophecy, “at the end of all things.”",./scrape/jsonfiles/SunHXreLjh9dOk26KqT3534ycXY.json,TRUE
EU2gKLsGnmtryp6SVTsDH+rNquo=,The Stars Above Eos,M. Darusha Wehm,101,2022-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-stars-above-eos,"“I’ll never understand how you can do these things to yourself,” my love said, equal measures of amusement and concern in their eyes.",./scrape/jsonfiles/DyRZ3Jq+UW2k1ov5uUVZIJgmxP0.json,TRUE
GGu6nfbWNWtZeTP8pfn4YhFlB3g=,The Day I Became Poseidon,Leila Martin,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-day-i-became-poseidon,"I was at a dinner party when I became Poseidon, and it did more for me than any self-help book I’ve tried. I mean, look at me now. My agent’s even mentioned ...",./scrape/jsonfiles/73AbmZk3l5m-Vhv9qYGQ8-JV1rE.json,TRUE
JMbPVIX5T36oxBfG1f4Qnx5Oekg=,Emerald Lakes,Chuck Wendig; illustrated by Amy Houser,1,Spring 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue1/chapter/emerald-lakes/,"THE NAME is a lie; no lake or lakes exist here. Outside it’s just a parking lot, some trees, a well-manicured lawn with the light-and-dark stripes mowed into...",./scrape/jsonfiles/KYM0HTqNs7P6uoQWtdGegtl4-0U.json,TRUE
6tY6KEZoQNPBXYJMNRq6S9UBNAc=,An Incomplete Account of the Case of the Bird-Talker of Yaros,Eleanna Castroianni; illustrated by Pao-ju Lin,82,2020-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/an-incomplete-account-of-the-case-of-the-bird-talker-of-yaros,"PANAYOTIS M., interviewed by Eleni Haji, November 1975",./scrape/jsonfiles/02vEq-F186DkPXis4MoVs-wWMoM.json,TRUE
0q46j5a29a2hMvsy5NrKDkRLrUM=,Certainty in Gold,Samara Auman,102,Spring 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/certainty-in-gold,"We knew, with the pale certainty of childhood, that our summer days would end. The sunlight, golden and dying, would wend its way toward dusk, and we two wou...",./scrape/jsonfiles/6cEO6-O2WnvMdntwuPEzS7y5iUY.json,TRUE
0tp5aaghJ1QplWRuTHvPq1rJY8Q=,Imagine a World So Forgiving,Margaret Killjoy,34,2016-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue34/chapter/imagine-a-world-so-forgiving/,"Her ship thundered into the ground, and Caroline stumbled out from the wreckage into a bright haze of ivy and trees. No one had set foot on Earth since the t...",./scrape/jsonfiles/gMMseaieEFwpZ3roznyP-MldhxY.json,TRUE
138lLDFD2MCEAg2QX3lb4MMla4Y=,The Gangs of Gnome Jersey,A. E. Decker; illustrated by Galen Dara,8,2013-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue8/chapter/the-gangs-of-gnome-jersey/,"Some of life’s moments should come attached to a warning label. Mine — well, one of mine — began when a flash of red under my rhododendron caught my eye. Red...",./scrape/jsonfiles/2IhBLQ2IsAUrmaMLtXAOYwToT7E.json,TRUE
nB3jDb/NY4GYDHHYWx2vSEsFbnA=,A Taxonomy of Hurts,Kate Dollarhyde; illustrated by Kevin Tong,58,2018-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-taxonomy-of-hurts,"Penthos var. sturnus vulgaris I’m in the outer avenues, the ocean-most edge of San Francisco, where the wind drags knives across the skin. There is a man sta...",./scrape/jsonfiles/FWF6aEg0f9ijjKA+LvAczAMUABE.json,TRUE
YiFpln/MP7fMz+pvUj9Lr0d8QFI=,Deadlock,Aimee Ogden,90,2021-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/deadlock,"The whales surrendered first, though none of us understood the significance at the time.",./scrape/jsonfiles/Z1R9NXrqEFTFJVKpXiW-xyS9rNI.json,TRUE
ydIzv3x2TaCkCmAqq+oEQ8ho2nM=,Listening to it Rain,A. A. McNamara,5,2013-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue5/chapter/listening-to-it-rain/,"Alan found me at Cook Creek, near where it fed into the summer sludge of the North Raccoon River. He dropped down beside me, on the log where we used to tell...",./scrape/jsonfiles/nzWsBkTRCRVFec7RF2QGIPTcqFQ.json,TRUE
wR4RLceexA5fofz/03psnINIy2Y=,Rab the Giant versus the Witch of the Waterfall,Brian M. Milton; illustrated by Marianne Khalil,50,2017-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/rab-the-giant-versus-the-witch-of-the-waterfall,Once upon a time there was a giant called Rab who lived in Glasgow and almost no one came to his door to kill him anymore. He had lived there since the time ...,./scrape/jsonfiles/k0lzAL1mM1aQhwOjJlYsf7vuEXo.json,TRUE
4KFQMUtSHCdzU/j9Vz0X50huw2A=,The Brutal and the Simple,Adam P. Knave; illustrated by Galen Dara,10,2014-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue10/chapter/the-brutal-and-the-simple/,"I rode like hell down the shit and dirt we called a road. Head down, I pushed on, spurring the horse under me to just keep going. I’d wear the horse out, I k...",./scrape/jsonfiles/sJjjhefGFX+J5KQUXpIX5obRPkk.json,TRUE
xKbamlvT8DGLcEJDqXnRZQcYjFo=,Fluffy Harbinger of Death,Alex Hughes,24,2015-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue24/chapter/fluffy-harbinger-of-death/,"“You want me to what?” Myss, the three-hundred-year old harpy, rarely cursed, but she did now. “I’m a harbinger of death, not a child’s dress-up toy.”",./scrape/jsonfiles/-b4btWtHYRnJdtt5S2w89XU5Czg.json,TRUE
6xjB56bUeCRafNanFNt5C7RW6W0=,Until the Day We Go Home,Caroline M. Yoachim,46,2017-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/until-the-day-we-go-home,"I wait at the fence with the other kids, bare toes in the dry dirt. Someone spots Liana’s lavender wings in the distance and squeals. Fairies technically are...",./scrape/jsonfiles/OUmD7DjImUNNDvumoWV5IqIm1K0.json,TRUE
gb1B2TFpBztGYOqFev73IJsEoaQ=,Emergency Management Protocol,C. C. S. Ryan; illustrated by Galen Dara,36,2016-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue36/chapter/emergency-management-protocol/,5 Reasons I Have To Break Up With Nia (Zoraida Tun’s journal),./scrape/jsonfiles/+zfq1MF2IdgEFj7kswyLdAjZNQE.json,TRUE
ykyBl/ccKe5NCHaZw0rcRrFhNvI=,Fracture,Marianne Kirby,83,2020-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/fracture,"Before I was a ship, I was a woman. Before I was a woman, I was a knife.",./scrape/jsonfiles/h1LlRUwT1u2o0m9eAfGSFIkVClQ.json,TRUE
UvveIYFOv3G2JjJIBNEQDq3cz+k=,Custom Options Available,Amy Griswold,75,2020-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/custom-options-available,The hardware specialist does not want to sell me genitals.,./scrape/jsonfiles/4BAqC-1WOJ893nzV4MZxWQsWi+w.json,TRUE
